ResNet18-8-1-[5.045717239379883,0.0015384077560156584,0.028194332495331764,0.002895250217989087]
ResNet18-8-2-[5.745702266693115,0.00044018030166625977,0.022834978997707367,0.0025439858436584473]
ResNet18-8-3-[5.570018768310547,0.0006306266877800226,0.023880861699581146,0.0023668718058615923]
ResNet18-8-4-[5.65622615814209,0.00043606042163446546,0.02383999526500702,0.0025634646881371737]
ResNet18-16-1-[5.227756023406982,0.0004587149596773088,0.020565304905176163,0.002438428346067667]
ResNet18-16-2-[5.331234931945801,0.0005185103509575129,0.023568911477923393,0.002195689594373107]
ResNet18-16-3-[5.574065208435059,0.0006739306263625622,0.024495940655469894,0.0025348758790642023]
ResNet18-16-4-[5.7630085945129395,0.0005339121562428772,0.025922579690814018,0.0022329329513013363]
ResNet18-32-1-[5.287136554718018,0.0005330658168531954,0.022364294156432152,0.0033628058154135942]
ResNet18-32-2-[5.27012825012207,0.0006968474481254816,0.0235358364880085,0.0028523635119199753]
ResNet18-32-3-[5.493521690368652,0.0007473898003809154,0.02395380660891533,0.0030219245236366987]
ResNet18-32-4-[5.632365703582764,0.0015617561293765903,0.026310553774237633,0.002655310556292534]
ResNet18-64-1-[5.4239726066589355,0.0007758903666399419,0.024925129488110542,0.003133075311779976]
ResNet18-64-2-[5.255132675170898,0.0007385539938695729,0.027619481086730957,0.0030244493391364813]
ResNet18-64-3-[5.650622367858887,0.007110536098480225,0.026874739676713943,0.003020193660631776]
ResNet18-64-4-[5.649374961853027,0.004651038441807032,0.029177889227867126,0.0028319882694631815]
ResNet18-128-1-[5.482679843902588,0.0010218071984127164,0.02515164390206337,0.0034899068996310234]
ResNet18-128-2-[5.387393951416016,0.001497914781793952,0.028069505468010902,0.0030911637004464865]
ResNet18-128-3-[5.555448532104492,0.017559554427862167,0.02915007621049881,0.002733464352786541]
ResNet18-128-4-[5.665462493896484,0.02050449699163437,0.02972821705043316,0.002678787801414728]
AlexNet-8-1-[5.5375213623046875,0.0003705096314661205,0.006137423682957888,0.0009411549544893205]
AlexNet-8-2-[5.715658187866211,0.0005445718998089433,0.012164709158241749,0.0006817865651100874]
AlexNet-8-3-[5.807646751403809,0.0003755640937015414,0.00825029332190752,0.0009910917142406106]
AlexNet-8-4-[5.8732590675354,0.0005325293750502169,0.010863342322409153,0.001137309125624597]
AlexNet-16-1-[5.575340270996094,0.0004160666430834681,0.007050077896565199,0.0008671021205373108]
AlexNet-16-2-[5.705366134643555,0.0004680681158788502,0.014019153080880642,0.000907630892470479]
AlexNet-16-3-[5.8017578125,0.0005316805909387767,0.011646316386759281,0.0008617210551165044]
AlexNet-16-4-[5.947386741638184,0.0006011986988596618,0.012259130366146564,0.0009519028826616704]
AlexNet-32-1-[5.308098316192627,0.0005911946063861251,0.00654616579413414,0.0008631015080027282]
AlexNet-32-2-[5.6478047370910645,0.0004501724324654788,0.012931165285408497,0.0007053852314129472]
AlexNet-32-3-[5.71919059753418,0.000544617185369134,0.01346838753670454,0.0007199597312137485]
AlexNet-32-4-[5.934953689575195,0.0005830097361467779,0.01267679687589407,0.0009457230335101485]
AlexNet-64-1-[5.47532844543457,0.0006615614984184504,0.007227747235447168,0.0009347224258817732]
AlexNet-64-2-[5.629271507263184,0.0005919623654335737,0.013123538345098495,0.0008205342455767095]
AlexNet-64-3-[5.746634483337402,0.0005858492804691195,0.011936292983591557,0.0009545803186483681]
