0.4,5.5,0.00,0.00,0,2.4,0,3.74,0,2.4
6.3,6.3,0.00,0.00,0,2.4,5,9.6,0,2.4
3.1,7.2,0.00,0.00,0,2.4,10,13.6,0,2.4
5.2,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,27,13.6,0,2.4
3.9,7.2,0.00,0.00,0,2.4,27,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
3.9,7.2,0.00,0.00,0,2.4,30,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
3.9,7.2,0.00,0.00,0,2.4,27,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
5.1,7.2,0.00,0.00,0,2.4,27,13.6,0,2.4
3.9,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
5.3,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
5.3,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
4.1,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
3.8,7.2,0.00,0.00,0,2.4,27,13.6,0,2.4
4.1,7.2,0.00,0.00,0,2.4,27,13.6,0,2.4
3.9,7.2,0.00,0.00,0,2.4,27,13.6,0,2.4
5.3,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
4.2,7.2,0.01,0.00,0,2.4,28,13.6,0,2.4
4.1,7.2,0.01,0.00,0,2.4,29,13.6,0,2.4
3.9,7.2,0.01,0.00,0,2.4,27,13.6,0,2.4
4.0,7.2,0.01,0.00,0,2.4,27,13.6,0,2.4
4.8,7.2,0.01,0.00,0,2.4,27,13.6,0,2.4
4.1,7.2,0.01,0.00,0,2.4,28,13.6,0,2.4
4.1,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
5.4,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
4.1,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
3.9,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
3.9,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
4.6,7.2,0.00,0.00,0,2.4,27,13.6,0,2.4
4.1,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
5.2,7.2,0.00,0.00,0,2.4,27,13.6,0,2.4
5.3,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
3.9,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
5.1,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
4.1,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
5.8,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
3.9,7.2,0.00,0.00,0,2.4,27,13.6,0,2.4
18.5,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
4.3,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
5.2,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
5.1,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
4.1,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
4.2,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
4.1,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,27,13.6,0,2.4
4.8,7.2,0.00,0.00,0,2.4,27,13.6,0,2.4
4.1,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,27,13.6,0,2.4
5.4,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
3.9,7.2,0.00,0.00,0,2.4,27,13.6,0,2.4
3.9,7.2,0.00,0.00,0,2.4,27,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
4.1,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
4.1,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
3.8,7.2,0.00,0.00,0,2.4,27,13.6,0,2.4
3.9,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
4.1,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
4.1,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
3.9,7.2,0.00,0.00,0,2.4,27,13.6,0,2.4
4.1,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
4.1,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
4.0,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
4.2,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
4.1,7.2,0.00,0.00,0,2.4,28,13.6,0,2.4
3.9,7.2,0.00,0.00,0,2.4,29,13.6,0,2.4
158.4
