ave_cpu_allocate, ave_mem_allocate, ave_gpu_allocate, ave_gmem_allocate, idel_gpu_num, job_not_start_num, job_dealing_num
0.0,0.0,0.0,0.0,4,8,0
 0.0,0.0,0.0,0.0,4,0,0
 0.013125,0.82921484375,2.925,0.806605479699792,0,76,24
 0.013125,0.82921484375,2.925,0.806605479699792,0,76,24
 0.013125,0.82921484375,2.925,0.806605479699792,0,76,24
 0.013125,0.82921484375,2.925,0.806605479699792,0,76,24
 0.013125,0.82921484375,2.925,0.806605479699792,0,76,24
 0.013125,0.82921484375,2.925,0.806605479699792,0,76,24
 0.013125,0.82921484375,2.925,0.806605479699792,0,76,24
 0.013125,0.82921484375,2.925,0.806605479699792,0,76,24
 0.011666666666666667,0.7367421875,2.6475,0.7198209603038249,0,76,22
 0.012395833333333333,0.7503125,2.6925,0.718091599602134,0,74,23
 0.01125,0.664734375,2.6225,0.6570440365313319,0,73,22
 0.01125,0.664734375,2.6225,0.6570440365313319,0,73,22
 0.0090625,0.5166640625,2.275,0.5092345600868071,0,73,19
 0.011875,0.72624609375,2.9275,0.7170630255900172,0,68,24
 0.011875,0.72624609375,2.9275,0.7170630255900172,0,68,24
 0.011875,0.72624609375,2.9275,0.7170630255900172,0,68,24
 0.011875,0.72624609375,2.9275,0.7170630255900172,0,68,24
 0.011875,0.72624609375,2.9275,0.7170630255900172,0,68,24
 0.0115625,0.7014453125,2.725,0.6914164933538295,0,68,23
 0.0115625,0.7014453125,2.725,0.6914164933538295,0,68,23
 0.010625,0.63903515625,2.67,0.6377158875124334,0,68,22
 0.009791666666666667,0.6128828125,2.865,0.6380549778460982,0,67,22
 0.009791666666666667,0.6128828125,2.865,0.6380549778460982,0,67,22
 0.009791666666666667,0.6128828125,2.865,0.6380549778460982,0,67,22
 0.009791666666666667,0.6128828125,2.865,0.6380549778460982,0,67,21
 0.009791666666666667,0.6128828125,2.865,0.6380549778460982,0,67,21
 0.009791666666666667,0.6128828125,2.865,0.6380549778460982,0,67,21
