cpu_util,mem_util,gpu_util0,gmem_util0,gpu_util1,gmem_util1,gpu_util2,gmem_util2
98.9,6.0,0,1.27,0,1.27,0,1.27
100.0,6.3,0,1.27,0,1.27,0,1.27
100.0,6.4,0,1.27,2,2.56,2,3.19
99.8,7.3,1,3.53,2,5.0,1,5.52
100.0,8.7,2,5.37,1,7.06,2,7.88
