cpu_util,mem_util,gpu_util0,gmem_util0,gpu_util1,gmem_util1
90.7,5.8,0,1.27,0,1.27
75.0,6.1,0,1.27,0,1.27
99.4,6.2,2,2.77,3,4.02
55.3,7.2,3,5.68,3,6.77
85.6,8.2,3,8.96,0,10.77
47.2,8.5,0,10.77,0,10.77
26.3,8.7,0,10.77,0,10.77
90.3,8.9,0,10.77,0,10.77
32.2,9.2,0,10.77,0,10.77
53.0,9.5,0,10.77,0,12.13
96.8,9.6,96,12.97,97,12.97
92.2,9.6,98,12.97,95,12.97
55.8,9.6,98,12.97,98,12.97
91.2,9.6,94,12.97,97,12.97
92.7,9.7,96,12.97,97,12.97
59.4,9.7,97,12.97,98,12.97
94.7,9.7,94,12.97,98,12.97
91.0,9.6,96,12.97,96,12.97
55.9,9.7,97,12.97,98,12.97
98.2,9.6,97,12.97,98,12.97
90.2,9.7,99,12.97,97,12.97
58.7,9.9,96,12.97,88,12.97
82.5,9.9,97,12.97,94,12.97
41.5,9.8,97,12.97,97,12.97
27.3,9.8,96,12.97,95,12.97
95.2,9.7,0,12.97,0,12.97
58.9,8.6,0,12.97,0,12.97
56.8,8.9,0,12.97,0,12.97
93.4,8.9,0,12.97,0,12.97
56.3,9.3,0,12.97,0,12.97
28.9,9.6,0,12.97,0,12.97
89.3,9.7,98,12.97,97,12.97
56.9,9.6,97,12.97,95,12.97
27.0,9.6,98,12.97,96,12.97
94.4,9.6,99,12.97,96,12.97
58.0,9.7,98,12.97,98,12.97
29.8,9.6,98,12.97,95,12.97
94.9,9.7,94,12.97,98,12.97
54.5,9.7,95,12.97,97,12.97
96.3,9.7,96,12.97,99,12.97
79.3,9.7,96,12.97,99,12.97
57.5,9.7,97,12.97,94,12.97
91.3,9.7,96,12.97,96,12.97
92.5,9.7,97,12.97,98,12.97
54.6,9.7,97,12.97,97,12.97
95.3,9.7,97,12.97,96,12.97
54.2,9.6,99,12.97,0,12.97
21.3,8.6,0,12.97,0,12.97
96.2,8.7,0,12.97,0,12.97
85.1,9.0,0,12.97,0,12.97
50.0,9.3,0,12.97,0,12.97
87.9,9.5,0,12.97,0,12.97
29.0,9.6,97,12.97,96,12.97
52.4,9.7,98,12.97,89,12.97
95.3,9.8,95,12.97,96,12.97
56.7,9.8,98,12.97,98,12.97
26.8,9.6,94,12.97,95,12.97
95.0,9.7,93,12.97,97,12.97
54.0,9.6,98,12.97,98,12.97
60.5,9.6,90,12.97,97,12.97
94.5,9.6,96,12.97,96,12.97
61.4,9.7,95,12.97,96,12.97
25.2,9.7,91,12.97,96,12.97
88.9,9.6,94,12.97,97,12.97
50.5,9.7,96,12.97,98,12.97
94.2,9.7,93,12.97,97,12.97
94.7,9.7,96,12.97,96,12.97
56.8,9.6,78,12.97,0,12.97
96.7,8.6,0,12.97,0,12.97
95.7,8.8,0,12.97,0,12.97
53.8,9.0,0,12.97,0,12.97
96.1,9.3,0,12.97,0,12.97
93.7,9.6,0,12.97,94,12.97
60.4,9.7,96,12.97,98,12.97
25.6,9.7,94,12.97,94,12.97
94.9,9.8,98,12.97,98,12.97
58.8,9.8,94,12.97,98,12.97
95.1,9.8,87,12.97,98,12.97
90.3,9.8,96,12.97,97,12.97
58.3,9.8,95,12.97,96,12.97
92.8,9.7,97,12.97,95,12.97
52.9,9.7,97,12.97,98,12.97
26.9,9.7,97,12.97,96,12.97
96.8,9.7,96,12.97,96,12.97
49.9,9.7,97,12.97,98,12.97
28.2,9.7,97,12.97,97,12.97
93.8,9.7,96,12.97,96,12.97
53.5,9.6,98,12.97,99,12.97
33.0,8.5,0,12.97,0,12.97
94.5,8.7,0,12.97,0,12.97
50.8,9.0,0,12.97,0,12.97
24.9,9.1,0,12.97,0,12.97
95.2,9.3,0,12.97,0,12.97
47.9,9.5,0,12.97,97,12.97
47.9,9.6,97,12.97,96,12.97
92.5,9.6,94,12.97,97,12.97
96.3,9.6,97,12.97,98,12.97
55.6,9.6,96,12.97,96,12.97
97.8,9.7,92,12.97,97,12.97
90.9,9.7,92,12.97,96,12.97
92.7,9.7,98,12.97,94,12.97
54.0,9.6,99,12.97,99,12.97
94.5,9.6,94,12.97,94,12.97
99.0,9.6,93,12.97,90,12.97
99.2,9.7,88,12.97,96,12.97
96.0,9.8,88,12.97,96,12.97
61.2,9.9,97,12.97,95,12.97
28.7,9.9,97,12.97,92,12.97
95.7,9.9,98,12.97,0,12.97
49.8,8.8,0,12.97,0,12.97
52.6,8.9,0,12.97,0,12.97
91.2,9.1,0,12.97,0,12.97
92.5,9.4,0,12.97,0,12.97
52.7,9.6,0,12.97,0,12.97
88.3,9.8,97,12.97,94,12.97
92.3,9.8,97,12.97,98,12.97
