8.4,14.2,18,37.02,0,2.67,0,2.67,0,2.67
12.5,14.8,19,37.02,0,2.67,0,2.67,0,2.67
15.4,16.9,18,37.02,0,2.67,0,2.67,0,2.67
14.5,18.7,19,37.02,0,2.67,0,2.67,0,2.67
12.6,21.0,19,37.02,0,2.67,0,2.67,0,2.67
14.8,23.1,18,37.02,0,2.67,0,2.67,0,2.67
15.4,26.0,19,37.02,0,2.67,0,2.67,0,2.67
12.2,28.2,19,37.02,0,2.67,0,2.67,0,2.67
12.4,29.9,19,37.02,0,2.67,0,2.67,0,2.67
15.2,30.7,18,37.02,0,2.67,0,2.67,0,2.67
13.5,31.5,18,37.02,0,2.67,0,2.67,0,2.67
12.2,32.3,19,37.02,0,2.67,0,2.67,0,2.67
17.9,34.6,16,37.02,0,4.19,8,10.4,0,2.67
15.1,34.6,16,37.02,0,20.77,0,20.77,0,2.67
12.3,33.4,18,37.02,42,99.97,26,2.67,0,2.67
9.2,14.2,18,37.02,0,2.67,0,2.67,0,2.67
11.5,14.2,19,37.02,0,2.67,0,2.67,0,2.67
8.4,14.2,18,37.02,0,2.67,0,2.67,0,2.67
8.1,14.2,18,37.02,0,2.67,0,2.67,0,2.67
11.4,14.2,20,37.02,0,2.67,0,2.67,0,2.67
11.1,14.2,19,37.02,0,2.67,0,2.67,0,2.67
8.4,14.2,19,37.02,0,2.67,0,2.67,0,2.67
8.7,14.2,19,37.02,0,2.67,0,2.67,0,2.67
11.1,14.2,19,37.02,0,2.67,0,2.67,0,2.67
