ave_cpu_allocate, ave_mem_allocate, ave_gpu_allocate, ave_gmem_allocate, idel_gpu_num, job_not_start_num, job_dealing_num
0.0,0.0,0.0,0.0,200,1,0
 7.291666666666667e-06,7.144927978515625e-05,0.0,0.00172821044921875,200,0,1
 7.291666666666667e-06,7.144927978515625e-05,0.0,0.00172821044921875,200,0,1
 0.00539895833333334,0.002711124420166019,0.14489999999999997,0.14654602050781254,169,0,3
 0.00539895833333334,0.002711124420166019,0.14489999999999997,0.14654602050781254,169,0,3
 0.00539895833333334,0.002711124420166019,0.14489999999999997,0.14654602050781254,169,0,3
 0.00539895833333334,0.002711124420166019,0.14489999999999997,0.14654602050781254,169,0,3
 0.00539895833333334,0.002711124420166019,0.14489999999999997,0.14654602050781254,169,0,3
 0.00539895833333334,0.002711124420166019,0.14489999999999997,0.14654602050781254,169,0,3
 0.00539895833333334,0.002711124420166019,0.14489999999999997,0.14654602050781254,169,0,3
 0.00539895833333334,0.002711124420166019,0.14489999999999997,0.14654602050781254,169,0,3
 0.005410416666666673,0.0034331321716308625,0.14489999999999997,0.14682250976562503,169,0,4
 0.00539895833333334,0.002711124420166019,0.14489999999999997,0.14654602050781254,169,0,3
 0.00539895833333334,0.002711124420166019,0.14489999999999997,0.14654602050781254,169,0,3
 0.005393750000000007,0.0026531982421875034,0.14489999999999997,0.1448178100585938,169,0,3
 0.005455729166666674,0.0028952312469482456,0.14549999999999996,0.14950927734375002,168,0,4
 0.005391666666666673,0.0026396751403808625,0.14489999999999997,0.1448178100585938,169,0,2
 0.005391666666666673,0.0026396751403808625,0.14489999999999997,0.1448178100585938,169,0,2
 0.005391666666666673,0.0026396751403808625,0.14489999999999997,0.1448178100585938,169,0,2
 0.005517812500000008,0.004396181106567388,0.14489999999999997,0.16065124511718754,169,0,4
 0.005391666666666673,0.0026396751403808625,0.14489999999999997,0.1448178100585938,169,0,2
 0.005391666666666673,0.0026396751403808625,0.14489999999999997,0.1448178100585938,169,0,2
 0.005391666666666673,0.0026396751403808625,0.14489999999999997,0.1448178100585938,169,0,2
 0.01014947916666668,0.005220184326171879,0.30954999999999977,0.30409729003906255,136,0,5
 0.010257812500000013,0.005416107177734378,0.30954999999999977,0.3047702026367188,136,0,6
 0.01014947916666668,0.005220184326171879,0.30954999999999977,0.30409729003906255,136,0,5
 0.01014947916666668,0.005220184326171879,0.30954999999999977,0.30409729003906255,136,0,5
 0.01014947916666668,0.005220184326171879,0.30954999999999977,0.30409729003906255,136,0,5
 0.010513020833333346,0.005696926116943363,0.30954999999999977,0.30757324218750004,136,0,7
 0.010301562500000012,0.005502853393554691,0.30954999999999977,0.3067044067382813,136,0,6
 0.010151562500000013,0.005221977233886722,0.30954999999999977,0.30424041748046876,136,2,6
 0.010153125000000015,0.005248718261718754,0.30954999999999977,0.30424041748046876,136,0,7
 0.016950520833333343,0.00866283416748047,0.35994999999999977,0.345302734375,126,0,9
 0.02343072916666668,0.010826549530029296,0.5133000000000001,0.49835205078125,94,0,10
 0.02354010416666668,0.010852756500244141,0.5133500000000002,0.49857513427734373,94,0,11
 0.02354010416666668,0.010852756500244141,0.5133500000000002,0.49857513427734373,94,0,11
 0.024046354166666676,0.013694753646850586,0.5155500000000002,0.5270535278320313,93,1,15
 0.02547031250000001,0.014109716415405274,0.5202000000000001,0.5311276245117188,92,0,17
 0.02857812500000001,0.016436796188354492,0.5453500000000002,0.5657305908203125,83,0,19
 0.030738541666666685,0.015365670522054039,0.5480000000000002,0.5432583618164063,83,0,19
 0.03344625000000002,0.019789920171101885,0.5504500000000001,0.5569631958007812,78,0,24
 0.03726187500000002,0.02024888547261556,0.5609000000000002,0.5599237060546876,78,0,26
 0.03726031250000001,0.020222144444783527,0.5609000000000002,0.5599237060546876,78,0,25
 0.04647394474637681,0.03234381615695992,0.57125,0.5869149780273435,65,0,30
 0.047887254931562005,0.03312990658393476,0.5899500000000001,0.6107757568359374,65,0,32
 0.045215379931562015,0.024408162591537993,0.5890500000000002,0.6140167236328123,64,0,35
 0.04883718891043522,0.030263294815392604,0.9544000000000019,0.6874127197265623,0,0,39
 0.04869656391043522,0.029799942612023466,0.9544000000000019,0.6848056030273435,0,0,38
 0.05112989724376856,0.03339385473665726,0.9793500000000016,0.7155926513671872,0,0,45
 0.05112989724376856,0.03339385473665726,0.9793500000000016,0.7155926513671872,0,11,45
 0.06048354307710189,0.06404785597261914,1.0313500000000004,0.7794180297851554,0,6,57
 0.06048354307710189,0.06404785597261914,1.0313500000000004,0.7794180297851554,0,17,57
 0.06048354307710189,0.06404785597261914,1.0313500000000004,0.7794180297851554,0,32,57
 0.060374168077101886,0.0640216490024043,1.0313000000000003,0.7791949462890616,0,46,56
 0.060374168077101886,0.0640216490024043,1.0313000000000003,0.7791949462890616,0,56,56
 0.09372833474376853,0.09111421390312045,1.0912000000000004,0.8466671752929686,0,34,89
 0.07285750141043525,0.085551581024499,0.9383000000000007,0.6937445068359378,11,135,87
 0.07255020974376858,0.08535693609652048,0.9361000000000007,0.6907232666015628,11,157,84
 0.07069002455858339,0.08317303568724585,0.9119000000000008,0.6644766235351562,13,240,80
 0.07058169122525006,0.08312489420775365,0.9119000000000008,0.664375,13,570,79
 0.06138950372525006,0.07346359799905416,0.9076000000000006,0.6494262695312498,13,1281,74
 0.5844564517272434,0.17295596786174566,0.6950999999999999,0.7973968505859371,1,962,353
 0.4465971999458874,0.12765426560851922,0.74465,0.7421636962890625,2,1061,245
 0.2707714498818834,0.1206554057977999,0.5969499999999995,0.6414553833007812,12,989,198
 0.28326871911075036,0.13743396535889926,0.7852000000000001,0.7435559082031251,7,826,257
 0.34157587852895316,0.16124911422447158,1.0307999999999995,0.911662292480469,0,730,313
 0.23133185075117552,0.11743726844505266,0.8652000000000001,0.7987414550781253,2,730,195
 0.34145661596281557,0.11838766713238505,1.0127000000000006,0.9033148193359376,1,594,241
 0.29050664572472035,0.09305340169594013,0.8855500000000001,0.7722720336914061,2,594,174
 0.2837676590018777,0.11599213549177502,1.05875,0.8775857543945313,0,513,206
 0.21730248539076655,0.09138220481754,0.8808000000000004,0.772344055175781,2,513,156
 0.19889274536227664,0.08239201599067744,0.7970999999999999,0.6803732299804688,16,513,139
 0.07853076619560997,0.0662989717096716,0.7355000000000002,0.6308001708984375,18,513,94
 0.10333823858027533,0.06562687050269159,0.7401499999999999,0.6757241821289063,9,450,92
 0.06846419344138645,0.04463246475623164,0.6087499999999997,0.49961883544921876,36,450,75
 0.06077947121916423,0.038787299503546105,0.5849999999999996,0.478310546875,41,450,65
 0.05267323266605069,0.034626124848148775,0.33795000000000003,0.3971563720703125,67,450,55
 0.047196149332717346,0.03252416943433042,0.32905,0.3876080322265625,69,450,50
 0.08116430150024558,0.04340487339410316,1.0008000000000001,0.7849859619140617,3,386,57
