ave_cpu_allocate, ave_mem_allocate, ave_gpu_allocate, ave_gmem_allocate, idel_gpu_num, job_not_start_num, job_dealing_num
0.0,0.0,0.0,0.0,2,2,0
 0.1875,0.3515625,0.375,0.0,0,0,3
 0.1875,0.3515625,0.375,0.0,0,1,3
 0.1875,0.3515625,0.375,0.0,0,1,3
 0.1875,0.3515625,0.375,0.0,0,1,3
 0.1875,0.3515625,0.375,0.0,0,1,3
 0.1875,0.3515625,0.375,0.0,0,1,3
 0.1875,0.3515625,0.375,0.0,0,1,3
 0.1875,0.3515625,0.375,0.0,0,1,3
 0.1875,0.3515625,0.375,0.0,0,1,3
 0.1875,0.3515625,0.375,0.0,0,1,3
 0.1875,0.3515625,0.375,0.0,0,1,3
 0.1875,0.3515625,0.375,0.0,0,1,3
 0.1875,0.3515625,0.375,0.0,0,1,3
 0.1875,0.3515625,0.375,0.0,0,1,3
 0.1875,0.3515625,0.375,0.0,0,1,3
 0.125,0.234375,0.25,0.0,1,1,2
 0.1875,0.3515625,0.375,0.0,0,0,3
 0.1875,0.3515625,0.375,0.0,0,0,3
 0.1875,0.3515625,0.375,0.0,0,0,3
 0.1875,0.3515625,0.375,0.0,0,0,3
 0.1875,0.3515625,0.375,0.0,0,0,3
 0.1875,0.3515625,0.375,0.0,0,0,3
 0.1875,0.3515625,0.375,0.0,0,0,3
 0.1875,0.3515625,0.375,0.0,0,0,3
 0.1875,0.3515625,0.375,0.0,0,0,3
 0.1875,0.3515625,0.375,0.0,0,0,3
 0.1875,0.3515625,0.375,0.0,0,0,3
 0.1875,0.3515625,0.375,0.0,0,0,3
 0.1875,0.3515625,0.375,0.0,0,0,3
 0.125,0.234375,0.25,0.0,0,0,2
 0.125,0.234375,0.25,0.0,0,0,2
 0.125,0.234375,0.25,0.0,0,0,2
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0625,0.1171875,0.125,0.0,1,0,1
 0.0,0.0,0.0,0.0,2,0,0
 
