cpu_util,mem_util,gpu_util0,gmem_util0,gpu_util1,gmem_util1,gpu_util2,gmem_util2,gpu_util3,gmem_util3
59.9,17.8,55,34.06,0,21.23,32,9.38,33,9.39
59.7,17.6,44,34.06,0,21.23,0,1.27,32,9.39
55.8,17.5,86,34.06,46,21.23,0,1.27,26,9.39
24.9,17.4,71,34.06,64,21.23,0,1.27,36,9.39
27.8,17.7,90,34.06,95,21.23,3,5.3,32,9.39
65.6,19.3,72,34.06,66,21.23,0,10.14,36,9.39
24.5,19.1,82,34.06,30,9.47,0,10.14,24,9.39
17.7,19.0,90,34.06,56,9.47,0,10.14,19,9.39
44.8,16.6,0,34.06,42,9.47,4,16.01,12,9.39
59.3,18.9,0,34.06,51,9.47,0,21.32,32,9.39
36.1,18.8,0,34.06,42,9.47,0,21.32,2,9.39
61.3,19.9,86,34.06,39,9.47,0,22.38,16,9.39
43.9,20.1,86,34.06,35,9.47,3,27.69,31,9.39
54.5,20.8,85,34.06,45,9.47,0,31.25,22,9.39
58.9,21.0,55,34.06,55,9.47,0,31.25,28,9.39
27.8,21.9,83,34.06,46,9.47,0,32.93,5,9.39
12.2,21.4,79,34.06,42,9.47,5,38.67,29,9.39
54.6,23.4,95,34.06,27,9.47,0,41.53,25,9.39
46.5,24.7,91,34.06,44,9.47,0,41.53,21,9.39
12.5,23.8,77,34.06,49,9.47,0,47.19,36,9.39
15.3,23.3,59,34.06,20,9.47,84,47.19,22,9.39
26.5,23.3,75,34.06,16,9.47,84,47.19,29,9.39
24.3,22.8,0,34.06,17,9.47,85,47.19,32,9.39
29.8,23.1,0,34.06,3,9.47,94,47.19,36,9.39
54.6,24.3,94,34.06,39,9.47,100,47.19,28,9.39
14.9,23.2,36,34.06,37,9.47,89,47.19,30,9.39
63.5,22.8,32,34.06,38,9.47,68,47.19,32,9.39
59.9,22.8,24,34.06,40,9.47,88,47.19,26,9.39
40.0,22.9,19,34.06,36,9.47,100,47.19,36,9.39
37.0,24.8,86,34.06,54,9.47,97,47.19,6,9.39
51.2,23.8,80,34.06,40,9.47,96,47.19,5,9.39
33.3,23.6,81,34.06,39,9.47,91,47.19,11,9.39
17.8,23.3,80,34.06,27,9.47,100,47.19,0,9.32
20.2,23.1,78,34.06,38,9.47,100,47.19,0,1.27
36.1,22.8,90,34.06,14,9.47,60,47.19,0,1.27
75.2,24.0,80,34.06,24,9.47,97,47.19,4,5.79
63.5,24.4,0,34.06,30,9.47,86,47.19,3,12.14
55.9,25.3,0,34.06,26,9.47,95,47.19,3,19.46
63.5,26.5,0,34.06,44,9.47,98,47.19,0,25.53
14.5,26.2,0,34.06,41,9.47,28,47.19,6,31.58
15.1,28.2,0,34.06,39,9.47,79,47.19,17,33.65
39.7,27.9,85,34.06,38,9.47,78,47.19,18,33.65
27.6,28.0,81,34.06,42,9.47,52,47.19,13,33.65
46.8,28.2,75,34.06,34,9.47,79,47.19,9,33.65
54.6,26.7,71,34.06,8,9.47,26,47.19,4,33.65
90.1,26.5,38,34.06,32,9.47,83,47.19,4,33.65
84.9,26.5,31,34.06,6,9.47,16,47.19,5,33.65
32.9,28.6,93,34.06,37,9.47,19,47.19,3,33.65
65.6,26.5,22,34.06,39,9.47,100,47.19,6,33.65
16.0,26.6,18,34.06,9,9.47,22,47.19,14,25.58
43.1,24.9,70,34.06,0,1.27,67,47.19,6,25.58
13.8,26.0,93,34.06,0,1.27,28,47.19,14,17.51
97.4,23.2,33,34.06,0,1.27,27,47.19,27,17.51
73.6,24.1,75,34.06,0,2.61,26,47.19,5,17.51
65.5,24.5,51,34.06,4,6.81,36,47.19,6,17.51
64.0,25.3,43,34.06,0,9.87,100,47.19,35,17.51
23.4,23.3,20,22.46,0,9.87,28,47.19,8,17.51
63.4,22.0,18,12.75,1,12.1,91,47.19,35,17.51
26.2,22.9,68,12.75,2,17.14,79,47.19,3,17.51
63.9,23.3,22,12.75,2,20.71,72,47.19,28,17.51
14.3,24.6,88,12.75,0,20.71,86,47.19,38,17.51
49.1,23.8,76,12.75,0,20.71,41,47.19,34,17.51
70.7,25.4,83,12.75,0,22.85,36,47.19,6,17.51
63.7,25.4,68,12.75,8,27.42,47,47.19,4,17.51
32.9,25.3,76,12.75,0,34.34,96,47.19,16,17.51
59.8,25.6,74,12.75,0,34.34,88,47.19,33,17.51
25.1,26.5,72,12.75,0,34.34,37,47.19,15,17.51
63.6,26.5,46,12.75,0,34.34,85,47.19,33,17.51
63.7,27.8,82,12.75,0,34.34,28,47.19,30,17.51
56.1,27.2,81,12.75,0,34.34,31,47.19,3,17.51
63.2,26.9,0,1.27,2,36.62,98,47.19,32,17.51
12.5,26.3,0,1.27,2,40.87,43,47.19,32,17.51
60.6,27.0,0,1.27,94,52.3,94,47.19,33,17.51
61.5,28.3,0,2.61,98,52.3,22,47.19,4,17.51
67.8,28.1,4,6.41,87,52.3,26,47.19,35,17.51
94.7,29.7,0,9.87,99,52.3,26,47.19,25,17.51
68.1,28.9,0,9.87,99,52.3,28,47.19,31,17.51
61.1,29.3,0,9.87,99,52.3,34,47.19,23,17.51
79.0,29.2,0,12.19,88,52.3,33,47.19,30,17.51
30.8,30.0,2,17.27,99,52.3,63,47.19,23,17.51
66.2,30.6,0,20.84,16,52.3,43,47.19,11,9.39
32.3,29.3,0,20.84,97,52.3,100,47.19,24,9.39
91.2,31.0,0,20.84,98,52.3,0,47.19,7,9.39
65.6,29.3,0,22.87,71,52.3,0,47.19,8,9.39
58.7,29.9,2,26.63,65,52.3,0,47.19,30,9.39
73.2,31.0,0,34.36,37,52.3,0,47.19,27,9.39
64.2,30.7,0,34.36,34,52.3,0,47.19,31,9.39
15.4,32.3,0,34.36,58,52.3,0,47.19,4,9.39
70.7,31.7,0,34.36,46,52.3,0,47.19,13,9.39
45.4,32.2,0,34.36,99,52.3,100,47.19,22,9.39
66.0,32.6,0,34.36,44,52.3,27,47.19,16,9.39
61.7,32.6,0,34.36,0,52.32,97,47.19,28,9.39
64.6,34.2,4,39.81,0,52.32,100,47.19,31,9.39
60.1,34.5,95,52.31,0,52.32,81,47.19,34,9.39
30.8,34.2,97,52.31,96,52.32,99,47.19,27,9.39
67.4,36.1,99,52.31,96,52.32,87,47.19,34,9.39
66.6,34.2,98,52.31,94,52.32,85,47.19,27,9.39
67.3,36.1,99,52.31,98,52.32,97,47.19,27,9.39
32.5,34.7,84,52.31,99,52.32,99,47.19,33,9.39
64.2,34.4,97,52.31,92,52.32,95,47.19,30,9.39
31.7,34.2,97,52.31,97,52.32,100,47.19,22,9.39
66.7,34.6,97,52.31,99,52.32,84,47.19,30,9.39
18.2,34.3,98,52.31,99,52.32,90,47.19,32,9.39
47.4,34.1,98,52.31,99,52.32,55,47.19,37,9.39
19.7,33.6,85,37.05,71,52.32,100,47.19,33,9.39
43.0,30.6,57,37.07,99,52.32,93,47.19,36,9.39
15.6,31.5,0,37.07,99,52.32,88,47.19,0,1.27
15.0,30.0,0,37.07,99,52.32,88,47.19,0,1.27
96.1,27.6,91,37.07,0,40.62,100,47.19,3,3.46
58.2,28.4,87,37.07,0,40.62,100,47.19,3,11.27
43.9,30.7,89,37.07,98,40.62,86,47.19,0,17.43
48.6,31.0,85,37.07,96,40.62,73,47.19,5,22.81
68.3,33.8,92,37.07,96,40.62,97,47.19,4,30.42
47.9,33.9,93,37.07,96,40.62,100,47.19,14,33.64
83.9,33.1,0,37.07,99,40.62,87,47.19,1,33.74
55.8,34.1,0,37.07,97,40.62,62,47.19,5,33.74
82.9,33.2,0,37.07,98,40.62,86,47.19,16,33.74
86.3,34.7,90,37.07,99,40.62,92,47.19,8,33.74
19.0,34.4,84,37.07,88,40.62,98,47.19,16,33.74
49.0,33.5,58,37.07,98,40.62,74,47.19,17,33.74
91.1,35.5,94,37.07,97,40.62,85,47.19,11,33.74
72.1,33.3,74,37.07,64,40.62,100,47.19,20,33.74
85.6,33.3,49,37.07,99,40.62,74,47.19,1,33.74
66.3,35.4,0,37.07,97,40.62,74,47.19,12,33.74
20.9,32.9,0,37.07,97,40.62,86,47.19,17,33.74
38.9,31.8,0,37.07,99,28.11,90,47.19,19,33.74
95.5,33.7,94,37.07,97,28.11,68,47.19,16,33.74
33.1,31.8,81,37.07,95,28.11,87,47.19,21,33.74
95.3,32.6,94,37.07,98,28.11,90,47.19,7,33.74
66.8,33.2,91,37.07,63,12.86,35,47.19,12,33.74
33.9,28.6,70,37.07,0,12.86,75,47.19,9,33.74
56.1,28.1,81,37.07,0,12.86,100,47.19,6,33.74
77.4,29.9,94,37.07,0,12.86,96,47.19,11,33.74
84.4,27.9,0,37.07,91,12.86,85,47.19,5,25.67
96.9,28.1,0,37.07,74,12.86,53,47.19,24,25.67
41.0,27.3,0,37.07,67,12.86,70,47.19,11,25.67
77.9,26.7,0,37.07,78,12.86,96,47.19,31,17.51
62.4,24.4,0,37.07,0,1.27,100,47.19,35,17.51
95.2,24.0,72,37.07,0,1.27,87,47.19,26,17.51
35.6,24.3,80,37.07,2,5.1,74,47.19,37,17.51
17.8,23.4,93,37.07,0,10.14,0,24.22,27,17.51
14.8,20.9,93,37.07,0,10.14,0,24.22,28,17.51
23.2,21.4,91,37.07,0,10.14,0,24.22,31,17.51
49.3,21.3,86,37.07,4,16.64,0,24.22,27,17.51
59.6,24.8,0,37.07,0,20.9,0,24.22,33,17.51
57.8,24.5,0,37.07,0,20.9,75,24.22,36,17.51
32.8,23.6,0,37.07,0,22.92,100,24.22,34,17.51
28.6,24.8,72,37.07,4,29.18,90,24.22,31,17.51
63.1,25.9,85,37.07,0,31.8,87,24.22,27,17.51
45.4,27.1,82,37.07,0,31.8,91,24.22,35,17.51
64.1,25.4,90,37.07,3,35.52,100,24.22,31,17.51
64.8,26.3,45,37.07,8,42.7,93,24.22,33,17.51
65.0,28.9,95,37.07,0,42.7,98,24.22,34,17.51
23.3,26.7,0,37.07,0,42.7,93,24.22,30,17.51
66.2,27.9,0,37.07,87,47.96,78,24.22,17,17.51
66.6,28.2,0,37.07,100,47.96,53,24.22,32,17.51
62.6,27.7,90,37.07,92,47.96,93,24.22,32,17.51
69.1,28.0,87,37.07,96,47.96,85,24.22,28,17.51
70.2,28.2,86,37.07,98,47.96,48,24.22,32,17.51
44.0,27.3,79,37.07,53,47.96,100,24.22,29,17.51
19.0,28.0,81,37.07,98,47.96,85,24.22,31,17.51
37.5,27.4,82,37.07,100,47.96,62,24.22,34,17.51
19.8,28.3,0,37.07,0,48.0,97,24.22,31,17.51
87.9,26.8,0,37.07,0,48.0,94,24.22,27,17.51
88.9,27.3,0,37.07,5,48.0,83,24.22,29,17.51
64.8,27.3,84,37.07,0,48.0,35,24.22,33,17.51
34.3,28.0,94,37.07,0,48.0,100,24.22,34,17.51
45.1,28.1,75,37.07,91,48.0,99,24.22,33,17.51
66.1,29.4,85,37.07,100,48.0,93,24.22,26,17.51
19.3,28.7,93,37.07,100,48.0,82,24.22,25,9.39
26.7,25.8,93,37.07,95,48.0,100,24.22,24,9.39
59.0,25.6,0,37.07,98,48.0,74,24.22,25,9.39
65.5,26.0,0,37.07,100,48.0,59,24.22,34,9.39
16.4,26.0,0,37.07,40,48.0,97,24.22,23,9.39
64.4,26.3,0,37.07,96,48.0,100,24.22,25,9.39
65.2,25.6,0,37.07,0,48.0,94,24.22,32,9.39
37.8,25.9,84,37.07,0,48.0,96,24.22,6,9.39
64.4,25.5,26,37.07,0,48.0,40,24.22,35,9.39
19.2,25.6,87,37.07,0,48.0,35,24.22,24,9.39
64.1,25.3,53,37.07,0,48.0,100,24.22,25,9.39
63.9,25.5,54,37.07,0,48.0,40,24.22,32,9.39
65.1,25.7,86,37.07,0,48.0,29,24.22,26,9.39
65.9,25.2,65,37.07,0,48.0,94,24.22,36,9.39
63.3,26.6,79,37.07,0,48.0,90,24.22,32,9.39
25.1,25.8,83,37.0,0,48.0,46,24.22,0,1.27
61.5,21.5,53,25.31,0,48.0,100,24.22,0,1.27
59.9,22.2,92,25.31,0,48.0,30,24.22,0,1.27
63.8,22.2,41,25.31,0,48.0,56,24.22,0,1.27
58.5,24.3,96,25.31,80,48.0,38,24.22,3,3.12
68.8,23.4,25,25.31,32,48.0,47,24.22,2,6.81
69.0,25.8,89,25.31,85,48.0,34,24.22,0,9.88
67.8,24.5,29,25.31,31,48.0,43,24.22,0,9.88
79.5,26.2,88,25.31,93,48.0,78,24.22,0,9.88
26.6,26.1,93,25.31,91,48.0,48,24.22,5,15.11
68.6,26.8,88,25.31,72,48.0,37,24.22,0,20.49
43.1,26.4,28,25.31,100,48.0,82,24.22,0,20.49
68.8,26.5,34,25.31,62,48.0,100,24.22,0,20.49
92.2,26.8,38,25.31,48,48.0,95,24.22,0,22.63
66.3,27.8,78,25.31,0,48.0,0,1.27,7,27.94
60.7,24.3,91,25.31,0,48.0,0,1.27,0,31.88
34.8,24.4,37,25.31,0,48.0,0,1.27,0,31.88
64.2,23.6,61,13.76,0,48.0,5,5.83,0,31.88
20.3,26.3,89,13.76,0,48.0,0,10.14,0,31.88
61.0,23.6,0,1.27,0,48.0,0,10.14,0,31.88
68.8,24.6,0,1.27,0,48.0,0,10.14,0,31.88
90.8,25.9,0,1.27,100,48.0,0,13.51,4,36.91
33.6,29.1,0,1.27,100,48.0,2,19.83,0,40.12
72.1,29.1,0,1.27,44,48.0,0,20.77,83,49.34
59.3,29.9,0,1.27,97,48.0,0,20.77,42,49.34
73.6,30.2,0,1.27,38,48.0,0,20.77,67,49.34
40.1,30.9,0,1.27,100,48.0,0,23.0,64,49.34
72.7,31.1,0,1.27,31,48.0,0,25.79,99,49.34
72.2,32.8,3,4.29,100,48.0,2,30.85,57,49.34
71.4,34.3,1,9.51,35,48.0,0,30.85,52,49.34
71.5,35.2,0,16.45,100,48.0,0,30.85,98,49.34
25.8,35.5,4,22.39,27,48.0,0,30.85,45,49.34
74.3,36.5,5,27.65,0,48.0,0,30.85,68,49.34
39.3,34.6,3,30.09,0,36.39,0,30.85,54,49.34
66.6,36.0,0,34.57,0,36.39,5,32.38,57,49.34
63.3,36.7,0,34.57,0,36.39,4,35.89,99,49.34
76.0,35.7,0,34.57,0,24.63,0,39.09,35,49.34
70.6,35.1,2,36.45,0,24.63,52,52.75,93,49.34
67.7,37.9,3,42.05,0,24.63,25,52.75,61,49.34
67.1,36.9,0,45.06,0,24.63,29,52.75,95,49.34
90.0,37.2,0,45.06,100,24.63,97,52.75,99,49.34
51.0,37.7,0,45.06,86,24.63,82,52.75,99,49.34
71.1,38.0,95,49.42,85,24.63,98,52.75,99,49.34
66.8,37.7,89,49.42,98,24.63,72,52.75,93,34.09
18.8,34.7,92,49.42,0,24.63,92,52.75,91,34.09
19.0,33.8,99,49.42,0,24.63,98,52.75,90,34.09
23.1,34.7,76,49.42,99,24.63,92,52.75,77,34.09
71.1,35.7,99,49.42,89,24.63,84,52.75,0,34.09
84.0,33.9,99,49.42,100,24.63,92,52.75,0,34.09
42.7,34.2,84,49.42,57,24.63,98,52.75,86,34.09
21.9,34.6,77,49.42,0,24.63,95,52.75,65,34.09
26.5,33.7,91,49.42,0,24.63,82,52.75,76,34.09
54.2,35.1,99,49.42,0,24.63,98,52.75,79,34.09
22.4,34.1,98,49.42,0,24.63,98,52.75,59,34.09
67.2,34.5,96,49.42,0,24.63,80,52.75,51,34.09
54.1,34.4,91,49.42,0,24.63,99,52.75,78,34.09
22.7,35.4,98,49.42,80,24.63,0,52.78,88,34.09
21.3,33.7,97,49.42,84,24.63,0,52.78,76,34.09
44.1,34.2,99,49.42,92,24.63,0,52.78,83,34.09
72.2,34.3,88,49.42,99,24.63,0,52.78,66,34.09
28.0,35.3,99,49.42,0,24.63,0,52.78,0,34.09
63.3,33.9,99,49.42,0,24.63,83,52.78,0,34.09
74.1,34.6,98,49.42,0,24.63,74,32.93,40,34.09
25.9,30.8,91,49.42,98,24.63,94,32.93,74,34.09
24.1,32.4,99,49.42,86,24.63,78,32.93,76,34.09
46.3,31.7,99,49.42,77,24.63,70,32.93,83,34.09
49.4,31.1,79,49.42,39,24.63,90,32.93,80,34.09
61.7,29.2,99,49.42,0,13.03,97,32.93,86,34.09
39.4,27.4,0,49.42,0,13.03,0,32.93,81,34.09
61.1,30.2,0,49.42,66,13.03,0,32.93,35,34.09
47.1,28.7,0,49.42,89,13.03,0,32.93,79,34.09
57.2,29.5,0,49.42,86,13.03,0,32.93,90,34.09
14.2,28.1,0,49.42,0,13.03,0,32.93,79,34.09
74.5,28.8,81,49.42,0,13.03,86,32.93,0,34.09
24.9,28.4,96,49.42,74,13.03,95,32.93,0,34.09
57.9,28.6,92,49.42,89,13.03,73,32.93,69,34.09
69.1,30.8,99,49.42,85,13.03,35,32.93,94,34.09
19.7,28.3,93,49.42,0,1.27,80,32.93,78,34.09
21.5,26.8,92,49.42,0,1.27,74,32.93,85,34.09
31.0,27.2,98,49.42,0,1.27,0,32.93,76,34.09
27.9,27.6,65,49.42,0,1.27,0,32.93,32,34.09
67.2,28.8,98,49.42,0,1.27,0,32.93,84,34.09
66.9,28.8,97,49.42,0,1.27,0,32.93,77,34.09
20.3,30.1,99,49.42,0,1.27,0,32.93,92,34.09
46.4,29.6,99,49.42,0,1.27,93,32.93,64,34.09
60.4,31.1,90,49.42,4,5.43,78,32.93,95,34.09
67.2,32.0,98,49.42,0,9.51,52,32.93,0,34.09
20.1,30.2,86,49.42,3,18.43,77,32.93,0,34.09
21.9,33.0,99,49.42,3,23.24,69,32.93,0,34.09
33.9,32.6,98,49.42,2,32.34,0,32.93,0,34.09
16.3,33.2,80,49.42,0,36.82,0,32.93,0,34.09
61.0,33.3,99,49.42,0,36.82,0,32.93,74,34.09
35.2,35.3,99,49.42,0,38.67,0,32.93,90,34.09
32.1,34.3,96,49.35,3,44.59,0,32.93,60,34.09
18.0,32.0,82,34.16,0,47.28,68,32.93,53,34.09
64.6,32.5,72,34.16,0,47.28,69,32.93,79,34.09
19.8,32.9,0,34.16,96,52.28,74,32.93,84,34.09
33.6,32.3,0,34.16,92,52.28,99,32.93,83,34.09
20.6,33.1,0,34.16,96,52.28,69,32.93,61,34.09
64.9,32.1,0,34.16,99,52.28,90,32.93,77,34.09
66.2,34.2,0,34.16,92,52.28,0,21.16,91,34.09
19.5,29.9,59,34.16,91,52.28,0,21.16,81,34.09
66.8,30.6,77,34.16,95,52.28,93,21.16,0,34.09
67.4,30.8,68,34.16,89,52.28,74,21.16,0,34.09
47.9,29.9,57,34.16,99,52.28,82,21.16,0,34.09
77.5,30.4,82,34.16,91,52.28,52,21.16,84,34.09
17.9,30.8,91,34.16,86,52.28,48,9.47,85,34.09
17.3,28.4,86,34.16,99,52.28,37,9.47,79,34.09
30.5,28.2,80,34.16,27,52.28,47,9.47,73,34.09
17.4,28.4,36,34.16,99,52.28,54,9.47,43,34.09
26.6,28.0,77,34.16,92,52.28,48,9.47,94,34.09
53.3,27.8,80,34.16,0,52.3,28,9.47,70,34.09
20.8,29.7,92,34.16,0,52.3,20,9.47,94,34.09
14.6,27.7,0,34.16,88,52.3,42,9.47,85,34.09
27.5,28.0,0,34.16,97,52.3,56,9.47,81,34.09
67.5,30.2,0,34.16,99,52.3,51,9.47,84,34.09
29.5,28.5,0,34.16,95,52.3,44,9.47,0,34.09
62.3,27.5,0,34.16,99,52.3,38,9.47,0,34.09
65.6,28.6,80,34.16,96,52.3,38,9.47,78,34.09
17.3,29.3,93,34.16,92,52.3,37,9.47,82,34.09
17.9,28.3,89,34.16,99,52.3,32,9.47,87,34.09
32.3,28.2,84,34.16,61,52.3,39,9.47,89,34.09
56.8,29.1,83,34.16,91,52.3,50,9.47,57,34.09
71.5,28.1,67,34.16,99,52.3,45,9.47,78,34.09
21.4,28.5,76,34.16,99,52.3,48,9.47,80,34.09
17.1,29.4,88,34.16,91,52.3,45,9.47,93,34.09
27.0,28.2,86,34.16,58,52.3,28,9.47,89,34.09
45.7,28.9,74,34.16,91,52.3,48,9.47,95,34.09
65.7,28.1,80,34.16,0,52.3,25,9.47,71,34.09
62.3,25.3,0,22.57,0,52.3,46,9.47,0,34.09
74.5,25.1,0,22.57,99,52.3,32,9.47,0,34.09
55.3,26.8,0,22.57,99,52.3,27,9.47,79,34.09
15.8,27.2,90,22.57,98,52.3,42,9.47,81,34.09
23.2,26.4,88,22.57,89,52.3,9,9.47,27,34.09
64.6,25.8,33,22.57,91,52.3,34,9.47,75,34.09
64.6,26.7,63,22.57,57,52.3,26,9.47,31,34.09
57.0,25.8,42,22.57,92,52.3,45,9.47,27,34.09
65.0,25.8,36,22.57,46,52.3,8,9.47,76,34.09
64.6,26.6,77,22.57,95,52.3,43,9.47,38,34.09
68.6,25.8,32,22.57,53,52.3,43,9.47,86,34.09
15.3,26.9,92,22.57,94,52.3,36,9.47,87,34.09
12.8,25.1,77,10.97,96,52.3,47,9.47,34,34.09
63.3,23.6,26,10.97,46,52.3,4,9.47,63,34.09
46.1,23.8,62,10.97,99,52.3,37,9.47,45,34.09
63.3,23.6,24,10.97,66,52.3,6,9.47,35,34.09
57.9,23.6,51,10.97,85,52.3,48,9.47,52,10.98
50.8,20.4,53,10.97,56,52.3,24,9.47,9,10.98
58.1,19.3,16,10.97,50,52.3,26,1.27,63,10.98
8.3,18.7,74,10.97,0,52.3,0,1.27,32,10.98
57.5,17.3,47,10.97,0,52.3,0,1.27,42,10.98
44.0,17.9,51,10.97,0,52.3,0,1.27,76,10.98
9.9,19.0,66,10.97,96,52.3,3,4.47,52,10.98
64.6,19.7,52,10.97,69,52.3,0,10.14,67,10.98
30.0,21.0,48,10.97,63,52.3,0,10.14,70,10.98
12.4,20.9,70,10.97,73,37.05,0,10.14,0,10.9
61.3,17.2,78,10.97,43,37.05,0,12.17,0,1.27
49.3,16.8,57,10.97,79,37.05,3,17.51,4,4.42
15.6,19.3,65,10.97,87,37.05,0,21.04,0,10.15
65.5,19.8,37,10.97,45,37.05,0,21.04,0,10.15
68.5,20.9,63,10.97,85,37.05,0,21.04,0,10.15
64.5,20.4,25,10.97,13,37.05,0,22.9,2,11.82
44.5,21.0,67,10.97,0,37.05,0,22.9,5,15.82
55.5,21.7,47,10.97,0,37.05,0,22.9,0,21.32
63.1,23.0,15,10.97,43,37.05,0,22.9,0,21.32
62.3,23.7,49,10.97,0,37.05,0,22.9,0,21.32
94.3,26.1,66,10.97,0,37.05,0,22.9,5,25.19
62.2,25.1,31,10.97,34,37.05,4,24.99,1,28.82
52.3,27.2,68,10.9,90,37.05,0,31.14,0,31.47
64.2,25.6,0,1.27,21,37.05,0,38.08,0,31.47
34.0,26.1,0,1.27,72,37.05,2,41.44,0,31.47
69.3,27.7,0,2.53,39,37.05,6,44.02,0,31.47
54.7,28.9,3,5.86,87,37.05,95,52.35,0,37.27
69.9,30.5,0,9.87,24,37.05,49,52.35,2,40.75
44.9,31.1,0,9.87,85,37.05,87,52.35,0,42.22
58.2,31.7,0,9.87,87,37.05,93,52.35,0,42.22
98.1,31.9,1,15.28,0,37.05,26,52.35,30,47.46
69.1,32.9,1,18.41,0,37.05,76,52.35,100,47.46
20.2,33.6,0,20.84,0,37.05,40,52.35,28,47.46
74.3,33.7,0,20.84,39,37.05,33,52.35,87,47.46
69.6,34.0,0,20.84,86,37.05,92,52.35,38,47.46
73.6,34.2,2,24.38,54,37.05,28,52.35,43,47.46
62.7,34.6,3,26.92,91,37.05,93,52.35,91,47.46
62.2,36.5,0,31.39,27,37.05,60,52.35,34,47.46
68.4,35.4,0,31.39,49,37.05,81,52.35,100,47.46
67.5,36.7,0,31.39,83,37.05,95,52.35,93,47.46
69.3,36.1,6,36.25,95,37.05,94,52.35,100,47.46
21.5,37.9,0,42.12,0,37.05,99,52.35,100,47.46
78.8,37.0,0,42.12,0,37.05,97,52.35,83,47.46
68.6,38.0,0,42.12,0,37.05,85,52.35,100,47.46
32.1,37.5,82,47.36,79,37.05,0,52.37,92,47.46
62.2,37.4,68,47.36,97,37.05,0,52.37,94,47.46
72.6,39.4,98,47.36,81,37.05,95,52.37,0,47.46
22.4,37.2,87,47.36,55,37.05,99,52.37,0,47.46
