ave_cpu_allocate,ave_mem_allocate,ave_gpu_allocate,ave_gmem_allocate,idel_gpu_num,job_not_start_num,job_dealing_num,self.job_come_num,self.job_end_num
0.0,0.0,0.0,0.0,4,0,0,0,0
0.13043478260869565,0.12466755319148937,0.125,0.0,3,0,1,1,0
0.13043478260869565,0.12466755319148937,0.125,0.0,3,0,1,1,0
0.13043478260869565,0.12466755319148937,0.125,0.0,3,0,1,1,0
0.13043478260869565,0.12466755319148937,0.125,0.0,3,0,1,1,0
0.13043478260869565,0.12466755319148937,0.125,0.0,3,0,1,1,0
0.2608695652173913,0.24933510638297873,0.25,0.0,2,0,2,2,0
0.5217391304347826,0.49867021276595747,0.5,0.0,1,0,4,4,0
0.6521739130434783,0.6233377659574468,0.75,0.0,0,0,5,5,0
0.6521739130434783,0.6233377659574468,0.75,0.0,0,0,5,5,0
0.6521739130434783,0.6233377659574468,0.75,0.0,0,0,5,5,0
0.6521739130434783,0.6233377659574468,0.75,0.0,0,0,5,5,0
0.6521739130434783,0.6233377659574468,0.75,0.0,0,0,5,5,0
0.6521739130434783,0.6233377659574468,0.75,0.0,0,1,5,6,0
0.6521739130434783,0.6233377659574468,0.75,0.0,0,1,5,6,0
0.6521739130434783,0.6233377659574468,0.75,0.0,0,1,5,6,0
0.5217391304347826,0.49867021276595747,0.625,0.0,1,1,4,6,1
0.45652173913043476,0.4363364361702128,1.0,0.0,0,0,4,6,2
0.45652173913043476,0.4363364361702128,1.0,0.0,0,0,4,6,2
0.45652173913043476,0.4363364361702128,1.0,0.0,0,2,4,8,2
0.45652173913043476,0.4363364361702128,1.0,0.0,0,5,4,11,2
0.45652173913043476,0.4363364361702128,1.0,0.0,0,5,4,11,2
0.45652173913043476,0.4363364361702128,1.0,0.0,0,5,4,11,2
1.108695652173913,0.9350066489361702,1.0,0.0,0,3,7,13,3
1.108695652173913,0.9350066489361702,1.0,0.0,0,5,7,15,3
0.9782608695652174,0.8103390957446809,1.0,0.0,0,5,6,15,4
0.9782608695652174,0.8103390957446809,1.0,0.0,0,5,6,15,4
0.9782608695652174,0.8103390957446809,1.0,0.0,0,5,6,15,4
0.9782608695652174,0.8103390957446809,1.0,0.0,0,5,6,15,4
0.9782608695652174,0.8103390957446809,1.0,0.0,0,5,6,15,4
0.9782608695652174,0.8103390957446809,1.0,0.0,0,5,6,15,4
0.9782608695652174,0.8103390957446809,1.0,0.0,0,5,6,15,4
1.2391304347826086,0.9350066489361702,1.0,0.0,0,3,7,15,5
1.2391304347826086,0.9350066489361702,1.0,0.0,0,3,7,15,5
1.2391304347826086,0.9350066489361702,1.0,0.0,0,3,7,15,5
1.2391304347826086,0.9350066489361702,1.0,0.0,0,3,7,15,5
1.2391304347826086,0.9350066489361702,1.0,0.0,0,4,7,16,5
1.2391304347826086,0.9350066489361702,1.0,0.0,0,4,7,16,5
1.2391304347826086,0.9350066489361702,1.0,0.0,0,4,7,16,5
