8.5,13.3,15,40.53,0,2.67,0,2.67,0,2.67
12.2,13.9,15,40.53,0,2.67,0,2.67,0,2.67
10.6,15.3,14,40.53,0,2.67,3,6.98,1,6.98
12.6,17.2,14,40.53,0,2.67,0,6.98,0,6.98
12.5,17.9,14,40.53,0,2.67,0,6.98,0,6.98
12.1,18.6,15,40.53,0,2.67,0,6.98,0,6.98
13.7,19.2,15,40.53,0,2.67,0,6.98,0,6.98
16.0,20.2,14,40.53,0,2.67,1,9.03,17,9.03
12.0,19.4,14,40.53,0,2.67,0,9.03,0,9.03
13.5,20.1,14,40.53,0,2.67,0,9.03,0,9.03
13.9,20.7,15,40.53,0,2.67,0,9.03,0,9.03
13.5,21.3,14,40.53,0,2.67,0,9.03,0,9.03
12.1,22.0,15,40.53,0,2.67,13,9.03,37,9.03
