cpu_util,mem_util,gpu_util0,gmem_util0,gpu_util1,gmem_util1,gpu_util2,gmem_util2,gpu_util3,gmem_util3
74.6,42.3,97,32.5,100,51.51,100,55.89,98,30.3
74.4,43.4,100,32.5,100,51.51,100,55.89,99,30.3
46.2,43.1,100,32.5,100,55.72,99,60.14,100,30.3
78.0,40.7,80,24.65,99,55.72,99,60.14,100,33.42
34.0,41.7,88,24.65,99,55.72,99,60.14,98,36.52
73.0,42.6,95,24.65,99,55.72,99,60.14,100,45.51
31.7,43.4,99,31.45,99,55.72,100,60.14,100,45.51
46.8,44.6,100,37.43,99,55.72,99,60.14,100,45.51
98.0,45.5,91,39.21,99,55.72,99,60.14,100,45.51
22.7,46.7,97,39.21,100,55.72,100,60.14,100,45.51
62.1,45.1,98,31.1,99,55.72,99,60.14,100,45.51
78.2,44.7,95,32.63,99,55.72,99,60.14,100,45.51
81.6,46.3,100,32.63,100,55.72,100,60.14,100,45.51
63.9,45.5,99,34.8,99,55.72,99,60.14,100,45.51
76.5,46.2,100,37.18,100,55.72,99,60.14,100,45.51
26.9,48.3,100,39.73,99,55.72,99,60.14,100,45.51
71.1,46.7,100,45.24,94,55.75,100,60.16,100,45.51
78.8,45.8,100,45.24,100,55.75,100,60.16,100,47.74
72.8,45.9,100,46.55,100,55.75,100,60.16,97,48.55
76.1,47.0,100,46.93,100,55.75,98,60.16,99,48.55
71.0,48.2,100,46.93,100,55.75,100,60.16,100,48.55
23.7,47.4,100,46.93,100,55.75,100,60.16,100,48.55
64.1,48.6,100,46.93,100,55.75,100,60.16,100,48.55
57.1,48.9,100,46.93,100,55.75,100,60.16,100,48.55
23.2,47.8,100,46.93,100,55.75,100,60.16,100,48.55
43.4,46.8,100,46.93,100,55.75,100,60.16,100,48.55
37.4,47.0,100,46.93,100,55.75,100,60.16,100,48.55
30.3,46.8,100,46.95,100,55.75,100,60.16,100,48.55
72.9,46.4,100,46.95,100,55.75,100,60.16,100,48.55
82.8,46.6,100,46.95,100,55.75,100,60.16,100,48.55
52.3,46.7,97,46.95,100,55.75,100,60.16,100,48.55
63.0,45.9,100,46.95,100,55.79,100,60.2,100,48.55
83.3,46.1,100,46.95,100,55.79,100,60.14,99,48.55
70.9,45.3,100,46.95,100,55.79,100,51.3,99,48.55
70.9,46.2,100,46.95,100,55.79,100,51.3,100,48.55
63.6,46.7,100,46.95,100,55.79,100,51.3,100,48.55
70.7,46.2,100,46.95,100,55.79,100,51.3,100,48.55
30.0,46.4,100,46.95,100,55.79,100,51.3,100,48.55
21.8,46.0,100,46.95,100,55.79,100,51.3,100,48.55
22.6,45.7,100,46.95,100,55.79,100,51.3,100,48.55
22.1,44.7,100,46.95,100,55.79,100,51.3,100,48.55
67.1,44.7,100,46.95,100,55.71,100,51.3,100,48.55
70.0,43.5,100,46.95,100,43.19,99,51.3,100,48.55
65.0,42.7,100,46.95,99,43.19,99,51.3,100,48.55
76.9,43.7,100,46.95,99,43.19,99,51.3,100,48.55
45.6,43.9,100,46.95,99,43.19,99,51.3,100,48.55
34.9,44.6,100,46.95,99,43.19,100,51.3,100,48.55
66.0,45.5,100,46.95,98,43.19,100,51.3,100,48.55
38.1,45.5,100,46.95,100,45.04,99,51.3,100,48.55
41.3,46.0,100,46.95,100,47.6,99,51.3,100,48.55
51.4,46.1,100,46.95,99,50.69,100,51.3,100,48.55
74.8,46.1,100,46.95,100,58.61,99,51.3,100,48.55
73.5,45.8,100,46.95,99,58.61,99,51.3,100,48.55
77.2,45.5,99,46.95,99,58.61,100,51.3,100,48.55
70.7,45.0,100,46.95,100,58.61,100,51.3,100,48.55
97.8,45.9,100,46.95,100,58.61,100,51.3,100,48.55
22.2,46.9,100,46.95,100,58.61,100,51.3,100,48.55
34.3,46.3,99,46.95,100,58.61,100,51.3,100,48.55
31.9,46.5,92,46.87,100,58.61,100,51.3,100,48.55
38.9,43.3,94,31.69,100,58.61,100,51.3,100,48.55
23.0,43.5,94,33.87,100,58.61,100,51.3,100,48.55
38.5,43.7,98,37.31,100,58.61,100,51.3,100,48.55
83.1,44.4,99,38.91,100,58.61,100,51.3,100,48.55
72.2,44.8,96,38.91,100,58.61,100,51.3,100,48.55
72.3,45.1,97,38.91,100,58.61,100,51.3,100,48.55
62.0,45.1,100,39.81,100,58.61,100,51.3,100,48.55
23.7,45.6,100,39.81,100,58.61,100,51.3,100,48.55
63.2,45.1,100,39.81,100,58.61,100,51.3,98,33.33
74.3,41.3,99,39.81,100,58.61,100,51.3,99,33.33
30.4,42.0,100,39.81,100,58.61,100,51.3,99,35.92
26.5,44.3,100,39.81,100,58.61,100,51.3,100,39.43
65.6,43.3,99,39.81,100,58.61,100,51.3,97,40.55
71.7,43.4,100,39.81,100,58.61,100,51.3,100,40.55
73.8,43.7,98,39.81,100,58.61,100,51.3,100,40.55
28.3,44.1,100,39.81,100,58.61,100,51.3,100,41.45
43.3,44.0,100,39.81,100,58.61,100,51.3,77,41.45
76.2,44.3,100,39.81,100,58.61,100,51.3,89,41.45
58.6,43.4,100,39.81,100,58.61,100,51.3,95,41.45
77.4,43.8,99,39.81,100,58.61,100,51.3,100,41.45
23.1,44.0,98,39.81,100,58.61,100,51.3,100,41.45
72.2,43.9,100,39.81,100,58.61,100,51.3,94,41.45
72.2,45.5,100,39.81,99,58.61,100,51.3,99,41.45
53.8,43.1,100,39.81,99,58.61,100,51.3,99,41.45
91.9,41.8,92,39.81,99,58.61,100,51.3,100,41.45
62.2,43.1,100,39.81,99,58.61,98,51.22,100,41.45
95.2,43.2,100,39.81,100,58.61,96,43.18,99,41.45
61.6,42.1,99,39.81,99,58.61,99,43.18,99,41.45
74.0,42.5,90,39.81,99,58.61,97,43.18,100,41.45
73.5,44.0,98,39.81,99,58.61,99,46.87,100,41.45
49.1,43.8,99,39.81,99,58.61,99,51.27,100,41.45
43.4,46.8,100,39.81,99,58.61,100,55.52,100,41.45
70.4,45.2,100,39.81,99,58.61,99,59.1,93,41.45
71.5,44.9,99,39.81,99,58.61,99,59.1,98,41.45
74.5,45.5,97,39.81,100,58.61,100,59.1,99,41.45
57.8,46.1,98,39.81,100,58.61,100,62.4,100,41.45
50.7,45.9,100,39.81,100,58.61,100,62.4,99,41.45
73.4,47.7,100,39.81,100,58.61,100,62.4,100,41.45
53.8,46.8,100,39.81,100,58.61,100,62.4,98,41.45
61.0,46.2,100,39.81,100,58.61,100,62.4,99,41.45
75.1,46.4,99,39.81,100,58.61,100,62.4,93,41.45
28.3,46.7,98,39.81,100,58.61,100,62.4,99,41.45
77.3,47.0,100,39.81,100,58.61,100,62.4,99,41.45
33.5,48.7,100,39.81,100,58.61,100,62.4,100,41.45
96.7,46.7,100,39.81,100,58.61,100,62.4,100,41.45
58.4,46.5,100,39.81,100,58.61,100,62.4,99,41.45
74.1,45.1,92,27.21,100,58.61,100,62.4,100,41.45
85.9,45.0,86,27.21,100,58.61,100,62.4,100,41.45
80.3,46.1,62,31.39,100,58.61,100,62.4,100,41.45
54.0,48.4,78,34.83,100,58.61,100,62.4,100,41.45
31.8,46.7,44,34.83,100,58.61,100,62.4,99,41.45
75.8,47.1,89,34.83,100,58.61,100,52.96,100,41.45
68.8,45.2,98,36.37,100,58.61,100,52.96,100,41.45
54.7,45.2,99,36.37,100,58.61,100,52.96,87,41.45
72.5,47.0,95,36.37,100,58.61,100,52.96,99,41.45
52.9,45.7,87,36.37,100,58.61,100,52.96,100,41.45
71.5,45.7,100,36.37,100,58.61,100,52.96,99,41.45
73.9,45.7,99,36.37,100,58.61,100,52.96,99,41.45
49.2,46.5,99,36.37,100,58.61,100,52.96,100,41.45
25.2,45.9,100,36.37,100,58.61,100,52.96,100,41.45
30.1,45.8,100,36.37,100,58.61,100,52.96,100,41.45
69.1,45.8,100,36.37,100,58.61,100,52.96,99,41.45
75.7,45.7,97,36.37,100,58.61,100,52.96,100,41.45
32.1,45.9,100,36.37,100,58.61,100,52.96,100,41.45
66.8,44.7,100,36.37,99,45.19,99,39.53,86,41.45
75.7,41.1,99,36.37,100,45.19,99,39.53,100,41.45
84.3,41.3,100,36.37,99,45.19,100,39.53,88,41.45
69.9,41.2,100,36.37,99,45.19,99,39.53,100,41.45
84.6,41.1,85,36.37,100,45.19,99,39.53,99,41.45
72.3,42.9,100,36.37,99,45.19,100,39.53,99,41.45
72.9,41.0,99,36.37,99,35.74,99,39.53,99,33.33
42.1,38.1,97,36.37,100,35.74,99,39.53,99,33.33
73.7,38.3,98,36.37,99,35.74,99,42.63,97,33.37
74.1,38.1,60,36.37,100,37.92,99,42.63,100,36.43
22.6,41.0,100,36.37,99,40.22,100,42.63,95,39.55
66.1,40.5,93,36.37,96,42.1,99,42.63,98,40.95
98.6,41.4,97,36.37,97,42.67,99,42.63,99,40.95
85.8,44.0,100,36.37,100,42.67,100,42.63,98,40.95
80.6,42.5,98,36.37,73,42.61,100,33.68,100,42.12
19.8,38.6,99,36.37,99,34.07,100,33.68,99,42.12
74.3,39.3,94,36.37,100,23.99,99,23.6,100,42.12
69.9,35.2,97,36.37,99,23.99,67,23.6,99,42.12
73.1,34.9,96,36.37,96,25.25,87,27.76,100,42.12
22.3,37.7,100,36.37,84,28.52,70,34.79,99,42.12
71.3,38.5,99,36.37,99,30.92,84,37.64,100,42.12
32.4,36.3,97,36.37,13,15.61,36,37.64,99,42.12
86.2,36.8,89,36.37,22,15.61,94,37.64,99,42.12
75.9,37.7,99,36.37,54,18.69,99,38.45,100,42.12
68.0,37.7,100,27.47,92,22.43,100,40.68,100,42.12
88.2,36.5,99,27.47,50,23.27,99,40.68,86,42.12
50.2,36.2,100,27.47,80,23.27,100,40.68,96,42.12
84.2,36.8,97,27.47,49,23.27,98,40.68,99,42.12
36.4,37.1,90,27.47,100,23.94,100,40.68,88,42.12
76.2,37.3,99,27.47,87,23.94,100,40.68,98,42.12
70.5,37.3,99,27.47,99,23.94,99,40.68,99,42.12
70.7,36.3,25,27.4,81,23.94,100,40.68,100,42.12
52.4,37.1,38,18.56,95,23.94,99,40.68,100,42.12
69.6,35.1,80,18.56,68,23.94,100,40.68,100,42.12
33.3,37.5,99,18.56,99,23.94,97,40.68,97,42.12
69.8,35.4,93,22.19,83,23.94,100,40.68,99,42.12
20.0,37.5,98,25.77,98,23.94,97,40.68,99,42.12
70.9,36.8,78,25.77,98,23.94,79,40.68,100,42.12
36.8,37.5,95,25.77,98,23.94,95,40.68,99,42.12
70.7,37.2,78,26.29,95,23.94,95,40.68,100,42.12
54.2,37.6,100,26.44,91,23.94,97,40.68,99,42.12
67.0,37.3,96,26.44,100,23.94,100,40.68,100,42.12
20.4,37.7,96,26.44,87,23.94,99,40.68,99,42.12
65.3,37.3,97,26.44,84,23.94,100,40.68,100,42.12
71.7,37.3,95,26.44,82,23.94,98,40.68,100,42.12
29.8,37.3,78,26.44,100,23.94,100,40.68,99,42.12
73.1,37.3,90,26.44,90,23.94,99,40.68,100,42.12
71.8,37.7,100,26.44,100,23.94,94,40.68,99,42.12
75.8,37.3,90,26.44,87,23.94,100,40.68,99,42.12
70.1,38.7,100,26.44,99,23.94,98,40.68,99,42.12
71.1,36.6,93,26.44,65,23.94,99,40.68,100,42.12
20.4,37.6,97,26.44,65,23.94,96,40.68,99,42.12
71.6,36.7,72,26.38,67,23.94,95,40.68,100,42.12
76.9,34.6,91,18.32,88,23.94,93,40.68,99,42.12
86.4,34.8,57,18.32,98,23.94,98,40.68,100,42.12
55.4,35.2,75,18.32,83,23.94,100,40.68,72,42.12
72.7,35.1,64,18.32,96,23.94,99,40.68,100,42.12
38.0,35.8,97,18.32,99,23.94,95,40.68,84,42.12
73.3,34.9,61,18.32,90,23.94,96,40.68,100,42.12
21.6,36.0,94,18.32,95,23.94,99,40.68,100,34.01
70.8,32.6,73,18.32,95,23.94,93,40.68,100,34.01
23.9,32.9,96,18.32,95,23.94,99,40.68,97,34.01
69.0,32.9,73,18.32,93,23.94,98,40.68,100,34.01
17.4,34.1,96,18.32,99,23.94,91,40.68,98,34.01
76.5,32.5,66,18.32,94,23.94,100,40.68,100,34.01
16.6,33.3,36,18.32,99,23.94,89,40.68,98,34.01
83.0,32.6,11,18.32,85,23.94,99,40.68,100,34.01
16.6,34.3,38,18.32,99,23.94,97,40.68,98,34.01
68.5,33.0,66,18.32,96,23.94,99,40.68,100,34.01
47.3,33.0,89,18.32,85,23.94,95,40.68,95,34.01
67.8,33.0,62,18.32,97,23.94,93,40.68,100,34.01
66.4,33.2,95,18.32,85,23.94,89,40.68,99,34.01
66.5,33.0,56,18.32,96,23.94,100,40.68,100,34.01
46.7,33.3,96,18.32,87,23.94,95,40.68,93,34.01
67.6,33.0,74,18.32,97,23.94,100,40.68,100,34.01
49.9,33.3,97,18.32,86,23.94,99,40.68,96,34.01
64.7,32.9,74,18.32,98,23.94,100,40.68,100,34.01
25.4,33.2,95,18.32,80,23.94,87,40.68,98,34.01
67.2,32.9,78,18.32,84,23.94,100,40.68,100,34.01
59.7,33.4,98,18.32,79,23.94,96,40.68,98,34.01
67.9,33.0,73,18.32,77,23.94,94,40.68,96,34.01
53.2,30.6,98,18.32,99,16.44,98,40.68,50,34.01
67.5,30.5,82,18.32,61,16.44,100,40.68,66,34.01
68.6,32.8,97,18.32,94,16.44,95,40.68,97,34.01
67.3,30.3,66,18.32,55,16.44,100,40.68,99,34.01
18.5,30.5,93,18.32,97,16.44,99,40.68,98,34.01
78.0,30.6,71,18.32,72,16.44,89,40.68,99,34.01
25.0,30.2,97,18.32,98,16.44,93,33.16,95,34.01
64.1,28.7,65,18.32,64,16.44,77,33.16,98,34.01
40.7,28.7,99,18.32,97,16.44,94,33.16,98,34.01
66.1,28.2,69,18.32,61,16.44,87,33.16,100,34.01
31.3,28.4,96,18.32,94,16.44,100,33.16,100,34.01
82.1,28.6,73,18.32,76,16.44,95,33.16,99,34.01
50.5,28.6,93,18.32,97,16.44,100,33.16,100,34.01
66.1,28.6,55,18.32,63,16.44,79,33.16,99,34.01
62.4,28.6,73,18.32,53,16.44,100,33.16,97,34.01
33.6,29.5,72,18.32,47,16.44,91,33.16,98,34.01
63.3,28.6,74,18.32,96,16.44,99,33.16,100,34.01
20.4,28.9,93,18.32,60,16.44,90,33.16,98,34.01
65.3,28.6,76,18.32,82,16.44,80,33.16,100,34.01
14.7,28.9,97,18.32,60,16.44,90,33.16,99,34.01
67.3,28.6,65,18.32,7,16.44,100,33.16,100,34.01
64.2,30.1,98,18.32,19,16.44,90,33.16,98,34.01
64.3,28.4,58,18.32,8,16.44,17,33.16,99,34.01
63.1,28.6,96,18.32,46,16.44,91,33.16,98,34.01
65.4,28.3,59,18.32,54,16.44,94,33.16,50,17.92
37.6,26.3,97,18.32,93,16.44,99,33.16,84,17.92
64.2,26.5,55,18.32,50,16.44,66,33.16,56,17.92
65.0,26.5,64,18.32,91,16.44,99,33.16,41,10.07
27.2,24.5,98,18.32,55,16.44,75,33.16,13,10.07
61.4,24.3,53,18.32,69,16.44,99,33.16,34,10.07
11.6,25.4,98,18.32,97,16.44,65,33.16,18,10.07
60.2,23.8,15,18.32,69,16.44,97,33.16,38,10.07
44.1,26.2,40,18.32,95,16.44,99,33.16,40,10.07
60.1,24.8,32,18.32,97,16.44,85,33.16,39,10.07
12.6,25.4,99,18.32,94,16.44,99,33.16,34,10.07
37.7,24.6,95,18.32,95,16.44,99,33.16,30,10.07
14.8,24.4,94,18.32,98,16.44,100,33.16,36,10.07
11.7,25.4,98,18.32,97,16.44,96,33.16,37,10.07
23.5,24.5,93,18.32,89,16.44,100,33.16,48,10.07
47.7,24.3,96,18.32,99,16.44,99,33.16,33,10.07
23.0,26.4,99,18.32,97,16.44,90,33.16,35,10.07
12.5,24.3,99,18.32,76,16.44,99,33.16,32,10.07
60.7,25.4,98,18.32,96,16.44,99,33.16,18,10.07
60.4,25.0,93,18.32,96,16.44,98,33.16,35,10.07
11.6,25.4,98,18.32,94,16.44,74,33.16,43,10.07
25.8,24.0,94,18.32,94,16.44,100,33.16,35,10.07
11.5,24.2,82,18.32,97,16.44,100,33.16,19,10.07
59.6,25.3,94,18.32,95,16.44,97,33.16,48,10.07
12.4,24.8,97,18.32,86,16.44,100,33.16,31,10.07
44.7,25.3,86,18.32,98,16.44,98,33.16,25,10.07
58.4,25.5,97,18.32,92,16.44,98,33.16,48,10.07
12.4,24.9,99,18.32,77,16.44,99,33.16,37,10.07
60.2,25.4,93,18.32,99,16.44,98,33.16,15,10.07
60.7,25.1,97,18.32,98,16.44,99,33.16,41,10.07
13.0,25.3,99,18.32,91,16.44,99,33.16,36,10.07
60.6,25.1,93,18.32,94,16.44,99,33.16,33,10.07
17.7,24.3,96,18.32,93,16.44,100,33.16,29,10.07
52.2,24.5,93,18.32,99,16.44,99,33.16,30,10.07
12.6,25.9,99,18.32,25,16.44,99,33.16,38,10.07
60.5,24.3,94,18.32,19,16.44,99,33.16,34,10.07
28.2,24.6,90,18.32,35,16.44,99,33.16,22,10.07
69.1,24.7,96,18.32,96,16.44,97,33.16,28,10.07
11.6,25.4,97,18.32,99,16.44,96,33.16,35,10.07
20.7,24.1,28,18.32,95,16.44,99,33.16,36,10.07
55.7,24.1,22,18.32,97,16.44,99,33.16,41,10.07
60.5,26.4,99,18.32,97,16.44,85,33.16,38,10.07
60.2,24.5,97,18.32,77,16.44,99,33.16,32,10.07
11.2,24.6,73,18.32,98,16.44,98,33.16,29,10.07
60.0,25.7,93,18.32,99,16.44,78,33.16,29,10.07
58.8,25.2,97,18.32,82,16.44,37,33.16,49,10.07
34.0,25.1,99,18.32,91,16.44,100,33.16,47,10.07
60.4,25.0,99,18.32,92,16.44,99,33.16,16,10.07
46.6,24.7,94,18.32,96,16.44,96,33.16,32,10.07
11.6,25.4,96,18.32,98,16.44,97,33.16,37,10.07
16.2,24.3,99,18.32,92,16.44,99,33.16,34,10.07
60.3,24.4,96,18.32,97,16.44,99,33.16,32,10.07
33.8,26.4,99,18.32,95,16.44,99,33.16,34,10.07
52.2,24.4,91,18.32,75,16.44,99,33.16,35,10.07
11.4,24.7,88,18.32,27,16.38,99,33.16,12,10.07
56.0,23.3,96,18.32,27,8.56,98,33.16,45,10.07
66.5,22.9,99,18.32,29,8.56,95,33.16,31,10.07
20.1,22.2,98,18.32,26,8.56,100,33.16,36,10.07
39.1,22.2,77,18.32,24,8.56,99,33.16,36,10.07
32.1,24.3,98,18.32,22,8.56,100,33.16,43,10.07
62.0,22.5,94,18.32,14,8.56,100,33.16,0,10.07
46.6,22.8,98,18.32,19,8.56,99,33.16,0,10.07
39.8,22.3,95,18.32,29,8.56,99,33.16,28,10.07
8.7,21.3,42,10.44,21,8.56,100,33.16,34,10.07
45.6,20.3,38,10.44,17,8.56,99,33.16,28,10.07
40.3,20.9,33,10.44,22,8.56,99,33.16,19,10.07
23.6,20.1,33,10.44,24,8.56,100,33.16,32,10.07
8.9,21.3,35,10.44,21,8.56,99,33.16,34,10.07
26.7,20.2,35,10.44,18,8.56,100,33.16,33,10.07
8.8,20.4,27,10.44,22,8.56,17,33.16,12,10.07
43.6,19.9,32,10.44,23,8.56,100,33.16,28,10.07
8.4,21.4,40,10.44,23,8.56,99,33.16,38,10.07
31.8,20.0,34,10.44,12,8.56,99,33.16,32,10.07
58.0,21.0,48,10.44,18,8.56,99,33.16,32,10.07
53.8,20.2,36,10.44,26,8.56,98,33.16,35,10.07
56.4,22.1,46,10.44,22,8.56,77,33.16,47,10.07
9.7,20.3,33,10.44,17,8.56,99,33.16,42,10.07
57.5,20.7,33,10.44,19,8.56,99,33.16,37,10.07
47.5,20.3,35,10.44,29,8.56,99,33.16,34,10.07
17.5,22.0,49,10.44,25,8.56,93,33.16,43,10.07
34.1,20.1,33,10.44,15,8.56,99,33.16,42,10.07
42.5,20.9,32,10.44,24,8.56,96,33.16,26,10.07
19.5,20.1,34,10.44,24,8.56,99,33.16,33,10.07
9.2,21.3,46,10.44,21,8.56,93,33.16,40,10.07
32.6,20.2,38,10.44,10,8.56,99,33.16,39,10.07
13.4,20.7,32,10.44,27,8.56,99,33.16,31,10.07
52.9,20.4,32,10.44,23,8.56,99,33.16,32,10.07
8.5,21.8,47,10.44,20,8.56,90,33.16,37,10.07
44.8,20.1,30,10.44,18,8.56,99,33.16,38,10.07
57.4,21.0,38,10.44,20,8.56,99,33.16,43,10.07
55.8,20.1,33,10.44,30,8.56,100,33.16,35,10.07
58.0,21.1,47,10.44,24,8.56,99,33.16,30,10.07
8.9,20.9,37,10.44,22,8.56,99,33.16,38,10.07
29.5,20.8,34,10.44,17,8.56,100,33.16,43,10.07
57.4,20.4,32,10.44,14,8.56,100,33.16,44,10.07
37.8,20.9,34,10.44,21,8.56,99,33.16,40,10.07
49.4,20.2,30,10.44,26,8.56,99,33.16,38,10.07
58.1,21.9,40,10.44,19,8.56,77,33.16,44,10.07
8.9,21.1,39,10.44,24,8.56,99,33.16,36,10.07
17.1,20.2,34,10.44,18,8.56,100,33.16,36,10.07
36.2,19.9,10,10.44,22,8.56,99,33.16,26,10.07
57.8,20.7,31,10.44,21,8.56,98,33.16,35,10.07
8.6,21.1,37,10.44,26,8.56,99,33.16,32,10.07
22.7,20.2,35,10.44,25,8.56,100,33.16,33,10.07
9.4,20.0,27,10.44,24,8.56,100,33.16,19,10.07
54.4,20.5,30,10.44,23,8.56,100,33.16,27,10.07
9.1,20.9,47,10.44,22,8.56,98,33.16,37,10.07
51.3,18.0,0,1.27,8,8.56,99,33.16,33,10.07
35.3,18.7,0,1.27,16,8.56,99,33.16,30,10.07
46.6,18.0,0,1.27,29,8.56,97,33.16,45,10.07
57.5,19.9,0,1.27,24,8.56,87,33.16,34,10.07
7.6,18.9,0,1.27,23,8.56,97,33.16,34,10.07
19.6,18.0,0,1.27,15,8.56,99,33.16,37,10.07
11.2,18.5,0,1.27,25,8.56,99,33.16,38,10.07
47.1,18.3,0,1.27,24,8.56,98,33.16,33,10.07
56.2,19.8,0,1.27,23,8.56,90,33.16,42,10.07
7.1,18.9,0,1.27,20,8.56,99,33.16,30,10.07
7.1,19.0,0,1.27,20,8.56,99,33.16,39,10.07
45.8,18.2,0,1.27,18,8.56,99,33.16,39,10.07
10.0,18.5,0,1.27,24,8.56,99,33.16,34,10.07
13.1,17.8,0,1.27,26,8.56,99,33.16,30,10.07
7.3,19.4,0,1.27,24,8.56,98,33.16,38,10.07
56.1,18.2,0,1.27,19,8.56,99,33.16,32,10.07
45.9,18.8,0,1.27,21,8.56,98,33.16,28,10.07
35.1,18.1,0,1.27,21,8.56,99,33.16,33,10.07
7.8,19.5,0,1.27,19,8.56,98,33.16,39,10.07
42.0,17.9,0,1.27,22,8.56,100,33.16,30,10.07
47.0,17.8,0,1.27,17,8.56,99,33.16,46,10.07
55.0,17.6,0,1.27,21,8.56,99,33.16,31,10.07
54.0,19.1,0,1.27,20,8.56,97,33.16,51,10.07
8.1,18.9,0,1.27,25,8.56,99,33.16,36,10.07
19.4,18.0,0,1.27,26,8.56,100,33.16,36,10.07
44.6,17.8,0,1.27,22,8.56,99,33.16,27,10.07
54.6,19.0,0,1.27,20,8.56,98,33.16,42,10.07
7.9,18.9,0,1.27,20,8.56,99,33.16,40,10.07
20.7,18.0,0,1.27,19,8.56,100,33.16,29,10.07
29.3,17.8,0,1.27,24,8.56,100,33.16,11,10.07
54.3,19.2,0,1.27,23,8.56,100,33.16,30,10.07
53.4,18.2,0,1.27,25,8.56,99,33.16,27,10.07
7.3,18.9,0,1.27,25,8.56,98,33.16,45,10.07
22.2,18.0,0,1.27,26,8.56,100,33.16,31,10.07
7.5,17.9,0,1.27,30,8.56,98,33.16,18,10.07
36.8,17.7,0,1.27,25,8.56,100,33.16,29,10.07
7.2,19.1,0,1.27,21,8.56,92,33.16,37,10.07
7.8,17.8,0,1.27,18,8.56,99,33.16,36,10.07
49.9,18.3,0,1.27,22,8.56,99,33.16,37,10.07
40.0,17.9,0,1.27,28,8.56,98,33.16,35,10.07
56.3,20.0,0,1.27,22,8.56,83,33.16,37,10.07
7.9,18.7,0,1.27,30,8.56,98,33.16,41,10.07
19.5,17.4,0,1.27,0,1.27,99,33.16,29,10.07
6.1,15.9,0,1.27,0,1.27,98,33.16,26,10.07
24.1,15.8,0,1.27,0,1.27,99,33.16,25,10.07
10.9,17.7,0,1.27,0,1.27,62,33.16,44,10.07
7.4,16.2,0,1.27,0,1.27,97,33.16,40,10.07
15.1,15.8,0,1.27,0,1.27,98,33.16,33,10.07
5.9,15.9,0,1.27,0,1.27,99,33.16,40,10.07
36.9,15.9,0,1.27,0,1.27,99,33.16,36,10.07
55.4,15.6,0,1.27,0,1.27,99,33.16,23,10.07
47.2,16.1,0,1.27,0,1.27,98,33.16,25,10.07
6.1,17.2,0,1.27,0,1.27,68,33.16,43,10.07
6.8,15.9,0,1.27,0,1.27,95,33.16,35,10.07
18.0,15.9,0,1.27,0,1.27,99,33.16,32,10.07
16.4,16.4,0,1.27,0,1.27,99,21.99,31,10.07
52.9,11.6,0,1.27,0,1.27,97,14.73,27,10.07
51.8,12.6,0,1.27,0,1.27,99,14.73,36,10.07
4.4,12.7,0,1.27,0,1.27,89,14.73,33,10.07
4.6,11.8,0,1.27,0,1.27,97,14.73,41,10.07
18.9,11.5,0,1.27,0,1.27,99,14.73,37,10.07
20.3,12.2,0,1.27,0,1.27,98,14.73,36,10.07
36.0,11.4,0,1.27,0,1.27,99,14.73,24,10.07
41.5,11.8,0,1.27,0,1.27,99,14.73,34,10.07
52.5,13.6,0,1.27,0,1.27,70,14.73,34,10.07
4.3,12.4,0,1.27,0,1.27,97,14.73,44,10.07
53.1,11.8,0,1.27,0,1.27,98,14.73,33,10.07
12.6,11.3,0,1.27,0,1.27,0,1.27,29,10.07
2.3,9.2,0,1.27,0,1.27,0,1.27,37,10.07
42.2,9.6,0,1.27,0,1.27,0,1.27,31,10.07
48.6,10.5,0,1.27,0,1.27,0,1.27,29,10.07
2.2,10.9,0,1.27,0,1.27,0,1.27,36,10.07
2.3,10.2,0,1.27,0,1.27,0,1.27,30,10.07
29.3,11.1,0,1.27,0,1.27,0,1.27,36,10.07
2.3,10.2,0,1.27,0,1.27,0,1.27,40,10.07
49.2,9.3,0,1.27,0,1.27,0,1.27,34,10.07
7.9,9.3,0,1.27,0,1.27,0,1.27,41,10.07
13.4,9.9,0,1.27,0,1.27,0,1.27,38,10.07
52.0,9.1,0,1.27,0,1.27,0,1.27,26,10.07
49.6,9.6,0,1.27,0,1.27,0,1.27,9,10.07
50.5,10.0,0,1.27,0,1.27,0,1.27,0,1.27
1.0,8.4,0,1.27,0,1.27,0,1.27,0,1.27
3515.11
