37.7,3.8,0.00,0.00,0,13.62
40.5,3.9,0.02,0.08,0,13.62
42.6,4.1,0.01,0.03,0,13.62
38.0,4.2,0.01,0.03,0,13.62
37.2,4.5,0.01,0.01,0,13.62
39.3,5.4,0.01,0.07,0,13.62
39.4,6.3,0.01,0.03,0,13.62
55.4,6.6,0.01,0.01,0,13.62
55.3,6.7,0.02,0.08,0,13.62
52.6,6.7,0.01,0.03,0,13.62
52.6,6.7,0.01,0.01,0,13.62
52.3,6.7,0.01,0.06,0,13.62
52.6,6.8,0.01,0.03,0,13.62
43.6,6.7,0.02,0.02,0,13.62
55.7,6.7,0.02,0.09,0,13.62
53.5,6.8,0.01,0.03,0,13.62
52.4,6.8,0.01,0.01,0,14.65
53.9,7.1,0.01,0.03,0,15.38
52.0,7.3,0.01,0.03,0,15.38
55.8,7.4,0.00,0.01,0,15.38
55.7,7.6,0.00,0.01,0,15.39
50.2,7.9,0.01,0.06,0,15.39
49.3,8.2,0.02,0.02,0,15.39
56.0,8.2,0.01,0.02,0,15.39
56.9,8.2,0.01,0.07,0,13.62
53.6,6.8,0.01,0.01,0,13.62
50.4,6.8,0.02,0.04,0,13.62
53.9,6.8,0.02,0.08,0,13.62
54.1,6.7,0.01,0.01,0,13.62
49.5,6.7,0.01,0.01,0,13.62
45.2,6.7,0.01,0.03,0,13.62
54.1,6.7,0.01,0.07,0,13.62
51.4,6.7,0.00,0.01,0,13.62
55.4,6.7,0.01,0.02,0,13.62
57.5,6.7,0.02,0.09,0,13.62
57.4,6.7,0.00,0.01,0,13.62
52.9,6.8,0.00,0.02,0,13.62
56.0,6.7,0.01,0.07,0,13.62
50.9,6.7,0.00,0.00,0,13.62
53.8,6.8,0.00,0.02,0,13.62
53.5,6.7,0.01,0.07,0,13.62
57.3,6.7,0.00,0.01,0,13.62
55.6,6.8,0.00,0.01,0,13.62
53.3,6.8,0.01,0.07,0,13.62
60.3,6.7,0.00,0.00,0,13.62
55.4,6.7,0.00,0.02,0,13.62
49.8,6.8,0.01,0.07,0,13.62
57.7,6.7,0.00,0.01,0,13.62
55.8,6.7,0.01,0.02,0,13.62
55.7,6.7,0.01,0.02,0,13.62
54.6,6.7,0.01,0.06,0,13.62
53.6,6.8,0.00,0.01,0,13.62
57.0,6.7,0.00,0.02,0,13.62
52.3,6.7,0.01,0.05,0,13.62
51.4,6.7,0.00,0.01,0,13.62
55.5,6.7,0.00,0.01,0,13.62
54.3,6.7,0.01,0.07,0,13.62
50.0,6.7,0.02,0.02,0,13.62
51.8,6.7,0.01,0.02,0,13.62
48.0,6.7,0.01,0.06,0,13.62
55.8,6.7,0.02,0.02,0,13.62
50.9,6.7,0.01,0.02,0,13.62
55.1,6.6,0.01,0.06,0,13.62
54.8,6.7,0.01,0.02,0,13.62
53.6,6.7,0.01,0.02,0,13.62
53.0,6.7,0.01,0.07,0,13.62
58.2,6.7,0.00,0.00,0,13.62
49.6,6.7,0.00,0.00,0,13.62
55.7,6.7,0.00,0.01,0,13.62
53.9,6.7,0.01,0.08,0,13.62
54.8,6.7,0.01,0.01,0,13.62
51.2,6.7,0.01,0.02,0,13.62
57.1,6.7,0.01,0.06,0,13.62
54.9,6.7,0.00,0.01,0,13.62
53.3,6.7,0.00,0.00,0,13.62
53.4,6.7,0.01,0.05,0,13.62
57.0,6.7,0.00,0.01,0,13.62
53.0,6.7,0.00,0.02,0,13.62
54.0,6.7,0.02,0.07,0,13.62
53.2,6.7,0.01,0.02,0,13.62
51.0,6.7,0.00,0.01,0,13.62
