10.6,15.4,19,37.02,0,2.67,0,2.67,0,2.67
15.1,15.7,18,37.02,0,2.67,0,2.67,0,2.67
15.2,16.0,18,37.02,0,2.67,0,2.67,0,2.67
8.1,16.2,18,37.02,0,2.67,0,2.67,0,2.67
12.5,17.4,19,37.02,0,2.67,0,2.67,0,2.67
14.8,18.8,18,37.02,0,2.67,0,2.67,0,2.67
16.5,20.5,18,37.02,0,2.67,0,2.67,0,2.67
15.4,22.4,18,37.02,0,2.67,0,2.67,0,2.67
11.8,23.4,18,37.02,0,2.67,0,2.67,0,2.67
12.7,25.6,18,37.02,0,2.67,0,2.67,0,2.67
12.3,26.4,18,37.02,0,2.67,0,2.67,0,2.67
15.4,28.7,18,37.02,0,2.67,0,2.67,0,2.67
15.9,29.3,17,37.02,0,2.67,0,2.67,0,2.67
11.9,30.7,18,37.02,0,2.67,0,2.67,0,2.67
12.6,31.3,18,37.02,0,2.67,0,2.67,0,2.67
12.3,31.8,19,37.02,0,2.67,0,2.67,0,2.67
15.9,32.4,18,37.02,0,2.67,0,2.67,0,2.67
15.9,32.9,18,37.02,0,2.67,0,2.67,0,2.67
12.6,33.4,18,37.02,0,2.67,0,2.67,0,2.67
13.0,34.0,18,37.02,0,2.67,0,2.67,0,2.67
8.8,34.4,19,37.02,0,2.67,0,2.67,0,2.67
23.1,34.8,19,37.02,0,2.67,0,2.67,0,2.67
14.0,35.1,19,37.02,0,2.67,0,2.67,0,2.67
17.8,35.4,19,37.02,0,2.67,0,2.79,0,2.67
14.9,36.4,19,37.02,1,6.49,2,20.77,0,2.67
15.4,36.8,18,37.02,7,20.77,0,20.77,0,2.67
12.2,34.7,18,37.02,0,20.77,43,61.27,0,2.67
11.9,34.8,19,37.02,24,70.75,98,70.75,0,2.67
12.7,34.8,18,37.02,98,70.75,99,70.75,0,2.67
15.9,34.8,18,37.02,99,70.75,99,70.75,0,2.67
15.2,34.8,18,37.02,98,70.75,99,70.75,0,2.67
13.3,34.8,18,37.02,99,70.75,99,70.75,0,2.67
10.9,34.8,18,37.02,99,70.75,99,70.75,0,2.67
11.7,34.8,18,37.02,98,70.75,99,70.75,0,2.67
14.5,34.8,18,37.02,99,70.75,99,70.75,0,2.67
16.1,34.8,18,37.02,98,70.75,99,70.75,0,2.67
12.7,34.8,18,37.02,99,70.75,99,70.75,0,2.67
11.4,34.8,18,37.02,98,70.75,99,70.75,0,2.67
12.1,34.8,18,37.02,99,70.75,99,70.75,0,2.67
15.0,34.8,17,37.02,99,70.75,99,70.75,0,2.67
14.9,34.8,18,37.02,99,70.75,99,70.75,0,2.67
15.4,34.8,18,37.02,98,70.75,99,70.75,0,2.67
11.2,34.8,17,37.02,99,70.75,99,70.75,0,2.67
