cpu_util,mem_util,gpu_util0,gmem_util0
100.0,5.9,0,1.27
100.0,5.9,0,1.27
100.0,6.0,0,1.27
99.8,6.0,0,1.27
99.6,6.1,0,1.27
100.0,6.1,0,1.27
99.2,6.1,0,2.5
99.8,6.2,2,3.61
100.0,6.5,2,4.65
100.0,6.8,2,5.85
100.0,7.0,3,6.95
100.0,7.3,2,8.96
100.0,7.4,0,9.87
100.0,7.4,0,9.87
100.0,7.5,0,9.87
100.0,7.5,0,9.87
99.9,7.5,0,9.87
100.0,7.6,0,9.87
99.8,7.6,0,9.87
100.0,7.7,0,9.87
100.0,7.7,0,9.87
100.0,7.7,0,9.87
100.0,7.8,0,9.87
100.0,7.8,0,9.87
100.0,7.8,0,9.87
100.0,7.9,0,9.87
99.6,7.9,0,9.87
99.9,7.9,0,9.87
100.0,8.0,0,12.79
94.6,7.9,75,12.79
100.0,8.0,41,12.79
99.9,8.0,46,12.79
100.0,7.9,41,12.79
100.0,8.0,63,12.79
99.0,8.0,54,12.79
99.0,7.9,58,12.79
97.0,8.0,52,12.79
99.0,8.0,66,12.79
99.9,8.0,61,12.79
100.0,8.0,65,12.79
99.0,8.0,76,12.79
98.9,8.0,81,12.79
99.0,8.0,71,12.79
100.0,8.0,56,12.79
100.0,8.0,52,12.79
100.0,7.9,36,12.79
99.0,8.0,57,12.79
99.0,8.0,47,12.79
99.9,8.0,50,12.79
100.0,8.0,61,12.79
100.0,8.0,71,12.79
99.5,8.0,83,12.79
100.0,8.0,83,12.79
100.0,7.9,80,12.79
99.8,8.0,52,12.79
100.0,7.9,78,12.79
99.6,8.0,64,12.79
100.0,8.0,81,12.79
99.8,8.0,77,12.79
99.9,8.0,74,12.79
96.8,7.9,82,12.79
99.8,8.0,83,12.79
100.0,8.0,80,12.79
100.0,7.9,75,12.79
100.0,8.0,81,12.79
100.0,7.9,81,12.79
100.0,7.9,77,12.79
100.0,8.0,70,12.79
100.0,7.9,67,12.79
99.9,8.0,55,12.79
100.0,8.0,53,12.79
98.0,7.9,74,12.79
99.9,8.0,69,12.79
99.7,7.9,64,12.79
93.9,7.9,67,12.79
99.8,8.0,83,12.79
99.7,7.9,84,12.79
97.8,7.9,79,12.79
97.8,8.0,81,12.79
98.4,7.9,76,12.79
99.0,7.9,76,12.79
98.7,7.9,73,12.79
98.9,7.9,55,12.79
98.9,7.9,78,12.79
93.4,7.9,71,12.79
99.4,8.0,49,12.79
98.7,7.9,80,12.79
99.6,8.0,84,12.79
99.3,8.0,82,12.79
98.9,8.0,80,12.79
99.0,8.0,76,12.79
99.1,8.0,63,12.79
99.7,8.0,16,12.79
97.4,7.3,0,12.79
97.6,7.5,0,12.79
99.1,7.4,0,12.79
99.1,7.5,0,12.79
100.0,7.5,0,12.79
100.0,7.6,0,12.79
97.7,7.6,0,12.79
99.0,7.7,0,12.79
96.9,7.7,0,12.79
98.5,7.8,0,12.79
96.3,7.8,0,12.79
97.9,7.8,0,12.79
99.0,7.9,0,12.79
99.0,7.9,0,12.79
97.7,8.0,0,12.79
96.9,8.0,63,12.79
97.3,8.0,77,12.79
98.4,8.0,83,12.79
97.5,7.9,77,12.79
99.3,8.0,56,12.79
98.7,8.0,62,12.79
99.0,8.0,80,12.79
98.4,8.0,85,12.79
98.6,8.0,72,12.79
98.3,7.9,70,12.79
98.9,8.0,72,12.79
95.5,8.0,69,12.79
98.1,8.0,64,12.79
99.3,8.0,48,12.79
99.1,7.9,69,12.79
98.5,8.0,78,12.79
98.4,7.9,80,12.79
98.0,8.0,64,12.79
89.2,8.0,59,12.79
98.1,8.0,78,12.79
97.1,8.0,84,12.79
97.7,8.0,65,12.79
98.4,8.0,71,12.79
96.8,8.0,73,12.79
97.1,8.0,83,12.79
96.9,7.9,77,12.79
97.0,8.0,78,12.79
96.7,8.0,73,12.79
97.0,8.0,61,12.79
97.1,7.9,74,12.79
95.8,8.0,74,12.79
96.1,8.0,69,12.79
92.8,7.9,80,12.79
96.0,8.0,82,12.79
90.0,8.0,68,12.79
95.2,8.0,76,12.79
95.2,8.0,79,12.79
95.9,8.0,73,12.79
96.8,8.0,82,12.79
86.4,8.0,80,12.79
95.7,8.0,81,12.79
95.3,8.0,72,12.79
96.8,7.9,65,12.79
97.2,7.9,67,12.79
95.3,8.0,71,12.79
96.7,8.0,79,12.79
91.7,7.9,82,12.79
96.2,8.0,75,12.79
100.0,8.0,66,12.79
100.0,8.0,61,12.79
100.0,7.9,81,12.79
100.0,8.0,72,12.79
100.0,8.0,83,12.79
100.0,8.0,63,12.79
100.0,7.9,47,12.79
100.0,8.0,52,12.79
100.0,8.0,58,12.79
99.9,8.0,67,12.79
99.8,8.0,64,12.79
100.0,8.0,73,12.79
100.0,8.0,56,12.79
100.0,7.9,0,12.79
100.0,7.5,0,12.79
100.0,7.4,0,12.79
100.0,7.4,0,12.79
100.0,7.5,0,12.79
100.0,7.5,0,12.79
100.0,7.5,0,12.79
99.5,7.5,0,12.79
100.0,7.5,0,12.79
100.0,7.6,0,12.79
100.0,7.7,0,12.79
100.0,7.7,0,12.79
100.0,7.6,0,12.79
100.0,7.8,0,12.79
100.0,7.8,0,12.79
100.0,7.8,0,12.79
100.0,7.8,0,12.79
100.0,7.8,0,12.79
100.0,7.9,0,12.79
100.0,8.0,0,12.79
99.8,8.0,0,12.79
99.6,7.9,57,12.79
99.5,8.0,54,12.79
99.9,8.0,75,12.79
100.0,8.0,70,12.79
100.0,8.0,52,12.79
100.0,8.0,57,12.79
100.0,8.0,67,12.79
100.0,8.0,64,12.79
100.0,8.0,51,12.79
100.0,8.0,64,12.79
100.0,8.0,75,12.79
100.0,8.0,65,12.79
100.0,8.0,63,12.79
100.0,8.0,66,12.79
100.0,8.0,59,12.79
100.0,8.0,61,12.79
100.0,8.0,56,12.79
100.0,7.9,58,12.79
99.9,8.0,54,12.79
99.9,8.0,53,12.79
100.0,8.0,68,12.79
99.1,7.9,61,12.79
100.0,8.0,65,12.79
83.5,8.0,71,12.79
84.9,7.9,82,12.79
84.7,8.0,78,12.79
85.3,8.0,83,12.79
85.2,8.0,81,12.79
86.1,8.0,78,12.79
76.7,8.0,82,12.79
100.0,8.0,71,12.79
100.0,8.0,70,12.79
100.0,8.0,57,12.79
100.0,8.0,73,12.79
100.0,8.0,68,12.79
100.0,7.9,74,12.79
100.0,8.0,58,12.79
100.0,8.0,86,12.79
99.8,8.0,59,12.79
100.0,8.0,76,12.79
100.0,8.0,57,12.79
99.9,8.0,67,12.79
100.0,8.0,62,12.79
99.2,7.9,59,12.79
