cpu_util,mem_util,gpu_util0,gmem_util0,gpu_util1,gmem_util1,gpu_util2,gmem_util2,gpu_util3,gmem_util3
49.1,8.7,0,1.27,0,1.27,0,1.27,0,1.27
1.0,8.4,0,1.27,0,1.27,0,1.27,0,1.27
24.0,7.4,0,1.27,0,1.27,0,1.27,0,1.27
12.0,7.4,0,1.27,0,1.27,0,1.27,0,1.27
12.8,7.6,0,2.36,0,1.27,0,1.27,0,1.27
2.1,9.8,4,8.31,0,1.27,0,1.27,0,1.27
17.4,9.2,0,8.31,0,1.27,0,1.27,0,1.27
39.5,9.3,0,8.31,0,1.27,0,1.27,0,1.27
54.5,11.1,41,8.91,0,1.27,0,1.27,0,1.27
7.4,9.6,53,8.91,0,1.27,0,1.27,0,1.27
25.1,10.3,27,8.91,0,1.27,0,1.27,0,1.27
52.0,9.5,0,9.08,0,1.27,0,1.27,0,1.27
2.1,10.3,0,9.08,0,1.27,0,1.27,0,1.27
18.4,9.6,0,9.08,0,1.27,0,1.27,0,1.27
54.3,9.5,24,9.08,0,1.27,0,1.27,0,1.27
54.4,11.2,51,9.08,0,1.27,0,1.27,0,1.27
5.9,9.7,42,9.08,0,1.27,0,1.27,0,1.27
50.2,10.1,0,9.08,0,1.27,0,1.27,0,1.27
45.5,9.6,0,9.08,0,1.27,0,1.27,0,1.27
8.1,11.3,39,9.08,0,1.27,0,1.27,0,1.27
54.7,9.8,59,9.08,0,1.27,0,1.27,0,1.27
16.1,9.5,36,9.08,0,1.27,0,1.27,0,1.27
48.2,10.1,0,9.08,0,1.27,0,1.27,0,1.27
2.1,10.4,0,9.08,0,1.27,0,1.27,0,1.27
22.6,9.6,47,9.08,0,1.27,0,1.27,0,1.27
30.9,9.5,43,9.08,0,1.27,0,1.27,0,1.27
18.4,11.6,41,9.08,0,1.27,0,1.27,0,1.27
54.9,9.6,24,9.08,0,1.27,0,1.27,0,1.27
2.2,9.2,0,9.08,0,1.27,0,1.27,0,1.27
41.1,9.8,0,9.08,0,1.27,0,1.27,0,1.27
5.9,10.6,50,9.08,0,1.27,0,1.27,0,1.27
13.6,9.6,40,9.08,0,1.27,0,1.27,0,1.27
43.1,9.6,47,9.08,0,1.27,0,1.27,0,1.27
14.9,9.5,0,1.27,0,1.27,0,1.27,0,1.27
1.0,7.9,0,1.27,0,1.27,0,1.27,0,1.27
121.18
