63.1,5.3,0.00,0.00,42,49.91,0,1.27,0,1.27,0,1.27,0,25.45,0,1.27,0,1.27,0,1.27
62.0,5.3,0.00,0.00,40,49.92,0,1.27,0,1.27,0,1.27,0,25.45,0,1.27,0,1.27,0,1.27
57.2,5.7,0.00,0.00,36,49.92,0,1.27,0,1.27,0,1.27,0,25.45,0,1.27,0,1.27,0,1.27
63.9,6.2,0.00,0.00,44,49.92,0,1.27,0,1.27,0,1.27,0,25.45,0,1.27,0,1.27,0,1.27
54.4,6.1,0.00,0.00,53,49.92,0,1.27,0,1.27,0,1.27,0,25.45,0,1.27,0,1.27,0,1.27
64.2,6.0,0.00,0.00,54,49.92,0,1.27,0,1.27,0,1.27,0,25.45,0,1.27,0,1.27,0,1.27
40.6,6.0,0.00,0.00,64,49.92,0,1.27,0,1.27,0,1.27,0,25.45,0,1.27,0,1.27,0,1.27
48.7,6.3,0.00,0.00,83,49.92,0,1.27,0,1.27,0,1.27,0,25.45,0,1.27,0,1.27,0,1.27
53.2,6.5,0.00,0.00,97,49.92,0,1.27,0,1.27,0,1.27,0,25.45,0,1.27,0,1.27,0,1.27
46.3,6.5,0.00,0.00,82,49.92,0,1.27,0,1.27,0,1.27,0,25.45,0,1.27,0,1.27,0,1.27
39.9,6.4,0.00,0.00,65,49.92,0,1.27,0,1.27,0,1.27,0,25.45,0,1.27,0,1.27,0,1.27
