100.0,36.1,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,54,42.77,0,1.27,0,1.27,0,1.27
96.5,36.0,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,0,42.77,0,1.27,0,1.27,0,1.27
100.0,36.1,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,0,42.77,0,1.27,0,1.27,0,1.27
100.0,36.1,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,10,42.77,0,1.27,0,1.27,0,1.27
99.7,36.2,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,13,42.77,0,1.27,0,1.27,0,1.27
100.0,36.2,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,0,42.77,0,1.27,0,1.27,0,1.27
100.0,37.2,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,0,42.77,0,1.27,0,1.27,0,1.27
100.0,37.5,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,0,42.77,0,1.27,0,1.27,0,1.27
100.0,37.5,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,0,42.77,0,1.27,0,1.27,0,1.27
100.0,37.8,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,15,42.77,0,1.27,0,1.27,0,1.27
100.0,37.8,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,0,42.77,0,1.27,0,1.27,0,1.27
99.8,37.8,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,0,42.77,0,1.27,0,1.27,0,1.27
100.0,37.8,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,0,42.77,0,1.27,0,1.27,0,1.27
100.0,37.7,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,6,42.77,0,1.27,0,1.27,0,1.27
99.9,37.8,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,0,42.77,0,1.27,0,1.27,0,1.27
100.0,37.7,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,20,42.77,0,1.27,0,1.27,0,1.27
100.0,35.7,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,0,42.77,0,1.27,0,1.27,0,1.27
100.0,35.2,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,24,42.77,0,1.27,0,1.27,0,1.27
100.0,32.4,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,0,42.77,0,1.27,0,1.27,0,1.27
100.0,32.4,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,0,42.77,0,1.27,0,1.27,0,1.27
100.0,33.2,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,7,42.77,0,1.27,0,1.27,0,1.27
100.0,33.9,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,0,42.77,0,1.27,0,1.27,0,1.27
99.8,35.0,0.00,0.00,0,13.62,0,1.27,0,1.27,0,1.27,0,42.77,0,1.27,0,1.27,0,1.27
