17.7,4.7,0.00,0.00,0,2.4,0,2.4,0,2.4
12.9,4.8,0.00,0.00,0,2.4,0,2.4,0,2.4
2.5,5.5,0.00,0.00,5,11.13,0,2.4,0,2.4
13.0,5.6,0.00,0.00,0,11.13,0,2.4,0,2.4
12.8,5.8,0.00,0.00,0,11.13,0,2.4,0,2.4
9.1,5.9,0.00,0.00,0,11.13,0,2.4,0,2.4
6.6,6.0,0.00,0.00,0,11.13,0,2.4,0,2.4
12.7,6.2,0.00,0.00,0,11.13,0,2.4,0,2.4
14.2,6.3,0.00,0.00,0,11.15,0,2.4,0,2.4
5.5,6.8,0.00,0.00,50,14.06,0,2.4,0,2.4
5.4,6.8,0.00,0.00,79,14.06,0,2.4,0,2.4
5.3,6.8,0.00,0.00,78,14.06,0,2.4,0,2.4
5.0,6.8,0.00,0.00,78,14.06,0,2.4,0,2.4
6.1,6.8,0.00,0.00,76,14.06,0,2.4,0,2.4
5.6,6.8,0.00,0.00,78,14.06,0,2.4,0,2.4
5.5,6.8,0.00,0.00,78,14.06,0,2.4,0,2.4
7.4,6.8,0.00,0.00,78,14.06,0,2.4,0,2.4
7.4,6.8,0.00,0.00,78,14.06,0,2.4,0,2.4
5.4,6.8,0.00,0.00,79,14.06,0,2.4,0,2.4
6.3,6.8,0.00,0.00,79,14.06,0,2.4,0,2.4
5.4,6.8,0.00,0.00,84,14.06,0,2.4,0,2.4
7.0,6.8,0.00,0.00,85,14.06,0,2.4,0,2.4
5.1,6.8,0.00,0.00,81,14.06,0,2.4,0,2.4
7.2,6.8,0.00,0.00,75,14.06,0,2.4,0,2.4
6.2,6.9,0.00,0.00,79,14.06,0,2.4,0,2.4
