job_name,task_name,inst_num,gpu_type,start_time_j,cpu_usage,gpu_wrk_util,avg_mem,avg_gpu_wrk_mem,plan_cpu,plan_gpu,plan_mem,duration_s
15c5e8bf0f7b30e4b6fd62af,worker,1.0,MISC,2126691.0,250.23114213690133,0.8652839697615817,19.405030953188604,0.2197265625,600.0,25.0,29.296875,30270.0
90d7878e3f1de0e08afe1ad6,tensorflow,1.0,T4,2132684.0,81.33333333333333,0.0,1.33037109375,0.0,600.0,100.0,29.296875,32.0
c90210861bd1a0f4db9056e1,worker,10.0,MISC,2149608.0,3557.236861151486,563.8164309634367,91.02069604129903,74.46491066426195,7200.0,900.0,263.671875,1025.0
4a06ee670a9e7d97b6d64ab4,OpenmpiWorker,2.0,MISC,2153513.0,204.6923076923077,42.654545454545456,5.405526620370369,0.626740056818182,3600.0,200.0,117.2265625,263.0
0c9a02bbc665308899b8e0f8,worker,100.0,P100,2158256.0,6815.799263507776,563.4271549856106,34.00875677824718,12.477867300303213,6800.0,850.0,996.09375,283.0
65d3fd8fc3e45e720201f67b,ps,2.0,MISC,2159026.0,22.4,0.0,0.517333984375,0.1658935546875,600.0,100.0,29.296875,57.0
0d4d82ccd3eb8a14174f213e,worker,40.0,V100,2161596.0,1608.6240715069337,2.335484212361485,54.840401354414155,72.26103620822109,8400.0,700.0,56.0,1455.0
5484fec670200c27b0955da5,worker,8.0,T4,2166828.0,386.3459207459208,51.27155785391079,9.600798042289744,7.7560938652053375,4200.0,175.0,205.078125,65.0
1e25a3e22b7162699d1010c2,tensorflow,1.0,T4,2168395.0,105.47816091954023,2.0459770114942533,3.069969019396552,1.4901647808908045,600.0,25.0,29.296875,2161.0
bdd20065e9422b008e3c96dd,PyTorchWorker,1.0,P100,2183125.0,136.53846153846158,10.266666666666667,1.106640625,0.4690755208333333,400.0,100.0,5.859375,62.0
15b5e9c4732ccc7e3649ffea,PyTorchWorker,1.0,V100,2202317.0,98.37435897435896,84.54545454545455,2.9669307185913705,12.143806226325758,1800.0,200.0,58.59375,980.0
c2bca9eeb0713d888a81296b,tensorflow,1.0,MISC,2204729.0,63.95019551348014,30.297881094425016,1.8010108757843035,0.7448745033815058,600.0,100.0,29.296875,24229.0
faa21bf79848e9e5200315a1,tensorflow,1.0,MISC,2214535.0,19.6875,0.0,0.3363970588235294,0.0,600.0,5.0,29.296875,12.0
6b767c56c8503ffab22834d7,tensorflow,1.0,MISC,2218589.0,25.777777777777786,0.0,0.3342874461206896,0.18017578125,600.0,10.0,29.296875,71.0
71539cdffe5e071fecbad719,worker,8.0,T4,2247515.0,179.49583333333337,34.45751633986928,4.75539981617647,2.3421989889705883,2400.0,100.0,117.1875,73.0
082fdfdeb308f50b2dfedfa5,PyTorchWorker,1.0,P100,2265583.0,1043.2359467455624,34.70541871921182,15.036589568445047,9.433053754233374,1800.0,100.0,58.59375,20284.0
99e4bd62cbbc40d1556905e5,PyTorchWorker,1.0,P100,2265589.0,1047.9595959595958,34.6752664049355,15.26479853742053,9.99681489822864,1800.0,100.0,58.59375,26732.0
742352e90c0aa0ccc3695f62,worker,1.0,T4,2281408.0,133.04651162790694,1.7391304347826086,1.6521701388888892,0.6539359714673914,600.0,100.0,29.296875,223.0
cd38cd342a58648ec23d98da,tensorflow,1.0,MISC,2300577.0,51.33333333333334,0.0,0.2158203125,0.0,600.0,100.0,29.296875,14.0
8ccf9a8b2d9f28ef5ae7a7aa,tensorflow,1.0,MISC,2305053.0,36.76470588235294,0.0,0.585205078125,0.18396326013513514,600.0,10.0,29.296875,101.0
be1c2da43cf74e86ee37fde4,tensorflow,1.0,MISC,2312422.0,91.16949152542372,0.0,1.2182942708333333,1.231685450819672,600.0,100.0,29.296875,285.0
ca60364cfb4539669b441fec,worker,1.0,MISC,2324932.0,138.0,0.0,0.72265625,0.1337890625,400.0,100.0,4.8828125,33.0
d991d08bb5ccc03b9392e889,tensorflow,1.0,MISC,2338502.0,135.24025974025977,14.269230769230768,2.937675280448718,0.6168870192307693,600.0,25.0,29.296875,705.0
07539ff69d6f933f06f5a7c4,tensorflow,1.0,V100M32,2346803.0,102.35576923076924,0.0,7.410598466981133,0.0,600.0,100.0,29.296875,526.0
8169ca9a4bbb4bf476acac0d,tensorflow,1.0,V100M32,2355441.0,726.1921879422588,43.194908062234795,18.307055125212226,11.507137332036773,600.0,100.0,29.296875,17655.0
b6309f93540cbdde930ffc85,xComputeWorker,1.0,T4,2359188.0,75.65625,23.314285714285717,3.6013614430147056,2.9244419642857142,1000.0,50.0,19.55078125,165.0
6551920feed1728fe3815297,tensorflow,1.0,T4,2360390.0,28.63636363636364,0.0,1.143310546875,0.14347956730769232,600.0,100.0,29.296875,51.0
d8d7daf145470e08e086b365,tensorflow,1.0,T4,2394268.0,153.32380952380953,0.0,5.265535661474764,0.09770231426886793,600.0,100.0,29.296875,1579.0
a601db1e02f4a6372e9eef97,tensorflow,1.0,T4,2395350.0,402.9523809523809,2.5217391304347827,1.3775745738636362,0.2060971467391305,600.0,50.0,29.296875,101.0
1812ebbf747b64d6fa48f14e,tensorflow,1.0,MISC,2424551.0,103.5631067961165,7.05607476635514,3.603450520833333,0.8192994304906542,600.0,25.0,29.296875,516.0
